card_id,date,price,scrap_date,source_id,dl_loaded_date
630642A,2023-04-18,26052,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,2023-05-02,25599,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU371577,2023-03-28,25950,2023-05-04T08:28:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU371577,2023-03-30,27900,2023-05-04T08:28:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU371577,2023-04-03,27800,2023-05-04T08:28:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU371577,2023-04-11,27300,2023-05-04T08:28:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU371577,2023-04-20,27200,2023-05-04T08:28:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU371577,2023-04-28,26900,2023-05-04T08:28:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU371577,2023-05-01,26533,2023-05-04T08:28:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HU12338,2023-03-17,26480,2023-05-04T08:21:42.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HU12338,2023-04-26,26280,2023-05-04T08:21:42.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
22P372,2023-03-29,27991,2023-05-04T08:31:21.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
22P372,2023-04-24,26947,2023-05-04T08:31:21.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
57207A,2023-03-17,28900,2023-05-04T08:43:50.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
57207A,2023-04-17,28800,2023-05-04T08:43:50.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
L802878,2023-04-17,28923,2023-05-04T08:23:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
L802878,2023-04-24,29343,2023-05-04T08:23:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NP3236,2023-04-18,26826,2023-05-04T08:17:30.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NP3236,2023-05-02,26267,2023-05-04T08:17:30.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HY82957L,2023-03-14,30495,2023-05-04T08:43:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HY82957L,2023-04-03,30333,2023-05-04T08:43:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HY82957L,2023-04-12,29980,2023-05-04T08:43:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HY82957L,2023-04-20,29330,2023-05-04T08:43:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HY82957L,2023-04-27,29199,2023-05-04T08:43:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PH242209A,2023-03-15,28999,2023-05-04T08:56:36.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PH242209A,2023-03-23,28745,2023-05-04T08:56:36.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PH242209A,2023-03-31,28559,2023-05-04T08:56:36.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PH242209A,2023-04-07,28202,2023-05-04T08:56:36.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PH242209A,2023-04-15,27912,2023-05-04T08:56:36.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PH242209A,2023-04-26,27594,2023-05-04T08:56:36.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T352781,2023-03-28,31576,2023-05-04T08:22:26.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T352781,2023-04-28,29999,2023-05-04T08:22:26.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU746527,2023-04-12,29357,2023-05-04T08:42:49.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU746527,2023-04-20,29136,2023-05-04T08:42:49.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU746527,2023-04-29,28797,2023-05-04T08:42:49.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
VW6917A,2023-03-03,32428,2023-05-04T08:24:10.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
VW6917A,2023-03-16,31895,2023-05-04T08:24:10.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
VW6917A,2023-04-11,28899,2023-05-04T08:24:10.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
VW6917A,2023-04-22,27999,2023-05-04T08:24:10.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PH4175,2023-03-23,25107,2023-05-04T08:33:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PH4175,2023-04-29,24849,2023-05-04T08:33:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
G41351D,2023-04-25,28600,2023-05-04T08:53:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
G41351D,2023-04-28,28000,2023-05-04T08:53:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P2230R,2023-03-26,32996,2023-05-04T08:14:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P2230R,2023-03-30,29991,2023-05-04T08:14:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P2230R,2023-04-29,28888,2023-05-04T08:14:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24387012,2023-04-28,33998,2023-05-04T08:34:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24387012,2023-04-29,29998,2023-05-04T08:34:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
K72857,2023-03-26,33029,2023-05-04T08:51:18.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
K72857,2023-04-09,29537,2023-05-04T08:51:18.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W23141,2023-02-05,29998,2023-05-04T08:18:11.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W23141,2023-03-02,29498,2023-05-04T08:18:11.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W23141,2023-03-16,29000,2023-05-04T08:18:11.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W23141,2023-03-23,28500,2023-05-04T08:18:11.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W23141,2023-05-03,28000,2023-05-04T08:18:11.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
22P371,2023-03-16,27997,2023-05-04T08:32:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
22P371,2023-04-24,27497,2023-05-04T08:32:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
231412A,2023-04-26,21750,2023-05-04T08:44:27.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
231412A,2023-04-27,20568,2023-05-04T08:44:27.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
5402270,2023-03-07,32222,2023-05-04T08:17:38.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
