card_id,date,price,scrap_date,source_id,dl_loaded_date
PC679142R,2023-04-21,29500,2023-05-04T08:23:02.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PC679142R,2023-05-02,29277,2023-05-04T08:23:02.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T024011A,2023-04-19,28518,2023-05-04T08:50:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T024011A,2023-04-24,28147,2023-05-04T08:50:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T024011A,2023-04-29,29596,2023-05-04T08:50:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NEBC0853,2023-03-23,27386,2023-05-04T08:33:15.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NEBC0853,2023-03-27,26590,2023-05-04T08:33:15.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NEBC0853,2023-04-25,26290,2023-05-04T08:33:15.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NEBC0853,2023-05-02,25990,2023-05-04T08:33:15.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
464171,2023-04-06,30426,2023-05-04T08:14:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
464171,2023-04-12,30250,2023-05-04T08:14:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
464171,2023-04-17,30114,2023-05-04T08:14:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
464171,2023-04-21,29932,2023-05-04T08:14:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
464171,2023-04-27,29115,2023-05-04T08:14:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
464171,2023-04-29,28995,2023-05-04T08:14:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
38108,2022-12-29,29995,2023-05-04T08:19:20.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
38108,2023-04-10,28995,2023-05-04T08:19:20.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H6221,2022-11-05,28885,2023-05-04T08:53:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H6221,2022-11-15,27920,2023-05-04T08:53:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H6221,2023-03-11,27695,2023-05-04T08:53:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U26615M,2023-03-10,25995,2023-05-04T08:30:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U26615M,2023-03-24,25788,2023-05-04T08:30:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U26615M,2023-04-15,25488,2023-05-04T08:30:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U26615M,2023-05-01,25188,2023-05-04T08:30:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
7231XR,2023-03-15,28993,2023-05-04T08:33:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
7231XR,2023-04-22,28488,2023-05-04T08:33:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PB133840,2023-04-29,30582,2023-05-04T08:19:29.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PB133840,2023-05-02,29993,2023-05-04T08:19:29.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
