card_id,date,price,scrap_date,source_id,dl_loaded_date
33217K,2023-03-17,28500,2023-05-04T08:14:54.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
33217K,2023-03-25,26000,2023-05-04T08:14:54.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
33217K,2023-04-28,25000,2023-05-04T08:14:54.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CCR9981,2023-03-18,30870,2023-05-04T08:55:00.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CCR9981,2023-03-21,29998,2023-05-04T08:55:00.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CCR9981,2023-04-10,29500,2023-05-04T08:55:00.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
L107618A,2023-04-20,27600,2023-05-04T08:37:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
L107618A,2023-04-28,27385,2023-05-04T08:37:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
21650,2023-04-11,28675,2023-05-04T08:41:36.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
21650,2023-04-21,28275,2023-05-04T08:41:36.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
21650,2023-04-27,27675,2023-05-04T08:41:36.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
M10627A,2023-03-06,32990,2023-05-04T08:23:51.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
M10627A,2023-03-07,31990,2023-05-04T08:23:51.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
M10627A,2023-04-03,31459,2023-05-04T08:23:51.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
M10627A,2023-04-11,30987,2023-05-04T08:23:51.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
M10627A,2023-04-25,30595,2023-05-04T08:23:51.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
M10627A,2023-05-02,29992,2023-05-04T08:23:51.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
KUPH218134,2023-03-29,29500,2023-05-04T08:22:30.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
KUPH218134,2023-04-08,29000,2023-05-04T08:22:30.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
KUPH218134,2023-04-26,28484,2023-05-04T08:22:30.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
UH165P0856,2023-03-25,30991,2023-05-04T08:29:53.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
UH165P0856,2023-04-08,29991,2023-05-04T08:29:53.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
UH165P0856,2023-04-18,29791,2023-05-04T08:29:53.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
UH165P0856,2023-04-30,29491,2023-05-04T08:29:53.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
SV9287Z,2023-04-24,25500,2023-05-04T08:28:41.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
SV9287Z,2023-04-29,26000,2023-05-04T08:28:41.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
WS0099,2023-04-10,30855,2023-05-04T08:15:20.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
WS0099,2023-04-19,29210,2023-05-04T08:15:20.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
K058436A,2023-03-28,29674,2023-05-04T08:17:32.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
K058436A,2023-04-12,28987,2023-05-04T08:17:32.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
K058436A,2023-04-29,27987,2023-05-04T08:17:32.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
K058436A,2023-05-03,26987,2023-05-04T08:17:32.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
5031652,2023-04-20,27584,2023-05-04T08:46:56.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
5031652,2023-04-27,27384,2023-05-04T08:46:56.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
5031652,2023-04-29,27284,2023-05-04T08:46:56.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
5031652,2023-05-01,26784,2023-05-04T08:46:56.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
5031652,2023-05-02,26584,2023-05-04T08:46:56.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
B075,2023-04-07,27635,2023-05-04T08:55:17.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
B075,2023-04-08,29635,2023-05-04T08:55:17.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
B075,2023-04-21,27635,2023-05-04T08:55:17.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
UH165P0858,2023-03-25,31991,2023-05-04T08:17:51.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
UH165P0858,2023-04-08,29991,2023-05-04T08:17:51.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
UH165P0858,2023-04-18,29791,2023-05-04T08:17:51.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
UH165P0858,2023-04-30,29491,2023-05-04T08:17:51.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
A5447A,2023-03-07,26483,2023-05-04T08:38:15.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
A5447A,2023-04-12,27500,2023-05-04T08:38:15.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
A5447A,2023-04-21,26610,2023-05-04T08:38:15.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
210783A,2023-03-17,29895,2023-05-04T08:17:49.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
210783A,2023-04-28,29000,2023-05-04T08:17:49.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
BR23244,2023-04-14,35615,2023-05-04T08:55:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
BR23244,2023-04-19,28078,2023-05-04T08:55:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
BR23244,2023-04-25,26923,2023-05-04T08:55:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
BR23244,2023-04-27,28932,2023-05-04T08:55:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W017760B,2023-02-03,32806,2023-05-04T08:56:56.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W017760B,2023-04-05,30999,2023-05-04T08:56:56.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W017760B,2023-04-12,29899,2023-05-04T08:56:56.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W017760B,2023-04-19,29664,2023-05-04T08:56:56.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
MH3118,2023-03-31,27806,2023-05-04T08:43:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
MH3118,2023-04-11,28590,2023-05-04T08:43:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
MH3118,2023-04-15,28401,2023-05-04T08:43:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
MH3118,2023-04-20,27891,2023-05-04T08:43:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
MH3118,2023-05-01,27482,2023-05-04T08:43:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
23247H,2023-03-14,30371,2023-05-04T08:15:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
23247H,2023-03-29,30191,2023-05-04T08:15:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
23247H,2023-04-07,29897,2023-05-04T08:15:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
23247H,2023-04-15,29395,2023-05-04T08:15:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
23247H,2023-04-22,29295,2023-05-04T08:15:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
23247H,2023-05-02,28693,2023-05-04T08:15:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
G230263A,2023-03-03,29997,2023-05-04T08:26:43.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
G230263A,2023-04-25,27596,2023-05-04T08:26:43.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
30868,2022-11-01,28585,2023-05-04T08:21:32.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
30868,2022-12-24,28185,2023-05-04T08:21:32.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
30868,2022-12-27,25585,2023-05-04T08:21:32.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
BL201821,2023-04-05,29143,2023-05-04T08:52:49.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
BL201821,2023-04-26,28795,2023-05-04T08:52:49.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P13492,2023-02-19,32510,2023-05-04T08:32:50.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P13492,2023-04-13,30661,2023-05-04T08:32:50.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P13492,2023-04-15,30500,2023-05-04T08:32:50.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P13492,2023-04-17,29900,2023-05-04T08:32:50.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P13492,2023-04-26,29500,2023-05-04T08:32:50.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P13492,2023-05-04,28900,2023-05-04T08:32:50.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W018444A,2023-03-22,28899,2023-05-04T08:54:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W018444A,2023-03-31,28499,2023-05-04T08:54:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W018444A,2023-04-10,28348,2023-05-04T08:54:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W018444A,2023-04-18,27799,2023-05-04T08:54:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
W018444A,2023-04-26,27408,2023-05-04T08:54:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
10C01268A,2023-04-01,30987,2023-05-04T08:47:38.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
10C01268A,2023-04-26,29957,2023-05-04T08:47:38.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P8245219,2023-04-03,29500,2023-05-04T08:26:07.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P8245219,2023-04-11,29114,2023-05-04T08:26:07.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P8245219,2023-04-22,28988,2023-05-04T08:26:07.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P8245219,2023-04-29,28699,2023-05-04T08:26:07.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P8245219,2023-05-04,29049,2023-05-04T08:26:07.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
23170B,2023-04-16,28700,2023-05-04T08:23:25.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
23170B,2023-05-02,28500,2023-05-04T08:23:25.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
B32226,2023-03-28,29070,2023-05-04T08:21:49.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
B32226,2023-04-05,29569,2023-05-04T08:21:49.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
E1533A,2023-03-01,29991,2023-05-04T08:52:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
E1533A,2023-03-11,29791,2023-05-04T08:52:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
E1533A,2023-03-24,28991,2023-05-04T08:52:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
E1533A,2023-04-01,27991,2023-05-04T08:52:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
E1533A,2023-04-11,27791,2023-05-04T08:52:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
E1533A,2023-04-30,26991,2023-05-04T08:52:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
149164,2023-03-29,27998,2023-05-04T08:16:28.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
149164,2023-04-11,27498,2023-05-04T08:16:28.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
149164,2023-04-25,26998,2023-05-04T08:16:28.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
149164,2023-05-02,26498,2023-05-04T08:16:28.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P25839,2023-04-19,28844,2023-05-04T08:46:21.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P25839,2023-04-27,28733,2023-05-04T08:46:21.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
188566A,2023-04-15,29988,2023-05-04T08:13:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
188566A,2023-04-23,29800,2023-05-04T08:13:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
188566A,2023-05-02,29500,2023-05-04T08:13:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
840CP,2023-04-01,32463,2023-05-04T08:30:32.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
840CP,2023-04-11,29695,2023-05-04T08:30:32.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
840CP,2023-04-15,29887,2023-05-04T08:30:32.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
220663A,2023-04-11,27595,2023-05-04T08:25:00.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
220663A,2023-04-21,26995,2023-05-04T08:25:00.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P1353,2023-04-01,26888,2023-05-04T08:52:18.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P1353,2023-04-11,26988,2023-05-04T08:52:18.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P1353,2023-04-19,26888,2023-05-04T08:52:18.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
G10760C,2023-04-23,26500,2023-05-04T08:46:05.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
G10760C,2023-05-02,26000,2023-05-04T08:46:05.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
G10760C,2023-05-03,25500,2023-05-04T08:46:05.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
36P0003,2023-04-28,29599,2023-05-04T08:57:10.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
36P0003,2023-05-01,29199,2023-05-04T08:57:10.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
36P0006,2023-04-28,25500,2023-05-04T08:55:04.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
36P0006,2023-05-01,24999,2023-05-04T08:55:04.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
36P0002,2023-04-28,29999,2023-05-04T08:57:09.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
36P0002,2023-05-01,29699,2023-05-04T08:57:09.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N4690A,2023-04-25,29980,2023-05-04T08:48:46.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N4690A,2023-04-27,29654,2023-05-04T08:48:46.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N23198A,2023-03-26,30984,2023-05-04T08:24:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N23198A,2023-04-01,31924,2023-05-04T08:24:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N23198A,2023-04-09,30973,2023-05-04T08:24:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N23198A,2023-04-17,30722,2023-05-04T08:24:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N23198A,2023-04-25,29982,2023-05-04T08:24:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N23198A,2023-05-03,29882,2023-05-04T08:24:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
SP10265,2023-04-14,31999,2023-05-04T08:37:32.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
SP10265,2023-04-20,29999,2023-05-04T08:37:32.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
B077,2023-04-07,21220,2023-05-04T08:56:43.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
B077,2023-04-08,23220,2023-05-04T08:56:43.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
B076,2023-04-07,21220,2023-05-04T08:57:21.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
B076,2023-04-08,23220,2023-05-04T08:57:21.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
B076,2023-04-21,21220,2023-05-04T08:57:21.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
11016A,2023-03-07,31999,2023-05-04T08:23:01.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
11016A,2023-03-08,30887,2023-05-04T08:23:01.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
11016A,2023-04-26,30489,2023-05-04T08:23:01.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
11016A,2023-05-02,29776,2023-05-04T08:23:01.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HP00063R,2023-04-14,27898,2023-05-04T08:49:53.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
