card_id,date,price,scrap_date,source_id,dl_loaded_date
WB5168L,2023-03-01,27996,2023-05-04T08:28:33.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
WB5168L,2023-04-18,27496,2023-05-04T08:28:33.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
LM216,2023-03-23,29795,2023-05-04T08:15:29.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
LM216,2023-04-04,29555,2023-05-04T08:15:29.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
LM216,2023-04-11,29095,2023-05-04T08:15:29.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
LM216,2023-04-19,28995,2023-05-04T08:15:29.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
LM216,2023-04-28,28795,2023-05-04T08:15:29.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
22C150A,2023-04-15,23488,2023-05-04T08:19:27.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
22C150A,2023-04-23,22988,2023-05-04T08:19:27.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
3039398,2023-04-06,29995,2023-05-04T08:51:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
3039398,2023-04-07,28997,2023-05-04T08:51:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
3039398,2023-04-11,28877,2023-05-04T08:51:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
3039398,2023-04-21,28490,2023-05-04T08:51:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
3039398,2023-04-26,28266,2023-05-04T08:51:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
3039398,2023-04-28,27988,2023-05-04T08:51:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
3039398,2023-05-02,27852,2023-05-04T08:51:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
3S3461A,2023-03-30,27987,2023-05-04T08:53:46.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
3S3461A,2023-04-07,29586,2023-05-04T08:53:46.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
3S3461A,2023-04-17,29185,2023-05-04T08:53:46.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
3S3461A,2023-04-25,29384,2023-05-04T08:53:46.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
RC406030,2023-02-15,28699,2023-05-04T08:57:02.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
RC406030,2023-02-25,27994,2023-05-04T08:57:02.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
RC406030,2023-03-07,28495,2023-05-04T08:57:02.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
RC406030,2023-03-18,26994,2023-05-04T08:57:02.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
RC406030,2023-03-27,27993,2023-05-04T08:57:02.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
RC406030,2023-04-07,28439,2023-05-04T08:57:02.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
RC406030,2023-04-24,28182,2023-05-04T08:57:02.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CTP0092,2023-03-30,25991,2023-05-04T08:30:25.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CTP0092,2023-04-13,25791,2023-05-04T08:30:25.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CTP0092,2023-04-20,25491,2023-05-04T08:30:25.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CTP0092,2023-04-27,25291,2023-05-04T08:30:25.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PA9628,2023-04-23,28900,2023-05-04T08:52:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PA9628,2023-05-01,28500,2023-05-04T08:52:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
5002962,2023-03-11,29399,2023-05-04T08:18:05.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
5002962,2023-03-18,28904,2023-05-04T08:18:05.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
5002962,2023-03-24,28478,2023-05-04T08:18:05.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
