card_id,vehicle,year,price_range,price_usd,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
24714A,Hyundai Kona N Line,2023,20000-29999,26521,"9121 S Cicero Ave Oak Lawn, IL 60453",Y,Y,Y,KM8K33A39PU929404,7-Speed Automatic,Automatic,1.6L I4 16V GDI DOHC Turbo,1600.0,Gasoline,"",9218,mi.,suv,Front-wheel Drive,Lunar White,Yes,None reported,,Yes,"VEHICLE LOCATION HAPPY HYUNDAI 9121 S CICERO AVE, OAKLAWN IL 60453. Free Car Washes and Free Loaners! Prices valid for 24 hours. Managers Special - Price Not A Misprint - This Month Only!!. CARFAX One-Owner. Certified. 2023 Hyundai Kona N Line FWD N Line 29/35 City/Highway MPG Why buy from us?  5-|…|Star Rated by Our Customers  Easy Financing, Huge Pool of Lenders  Car Washes  Affordable Tire Programs  Service Loaner Vehicles  LARGE VEHICLE SELECTION - We have one of the largest used vehicle inventories in the state with 5 locations and hundreds of vehicles for you to choose from. A senior staff with decades of experience to ensure we find the perfect vehicle to fit your needs. Hyundai Certified Pre-Owned Details:  Warranty Deductible: $50  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Roadside Assistance  Vehicle History  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  173+ Point Inspection",2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PN304521R,Nissan Altima 2.5 SR,2023,20000-29999,26998,"17305 S Dixie Hwy Palmetto Bay, FL 33157",Y,Y,N,1N4BL4CVXPN304521,Automatic CVT,CVT,2.5L I4 16V GDI DOHC,2500.0,Gasoline,"",6618,mi.,sedan,Front-wheel Drive,Scarlet Ember,Yes,None reported,,No,"This 2023 Nissan Altima 2.5 S is equipped with luxury car-level features. . Stop By Today Stop by HGreg Nissan Kendall located at 17305 S Dixie Hwy, Palmetto Bay, FL 33157 for a quick visit and a great vehicle!Our Lower Prices Can't Be Published Online. Call us or come visit us to unravel our LOW|…|EST price! Recent Arrival!We're the new kid on the block. We can't afford to be just another Nissan dealer. That's why, as the largest auto group in North America with 29 showrooms and over 25 years experience, we know we've got to do more to earn your trust and win your business. Like offering you The HGreg Nissan Delray Package of Guarantees:  GUARANTEED - Highest value for your trade  GUARANTEED - Lowest Price on the car you want  GUARANTEED - Unrivaled 15 bank financing options  GUARANTEED - Best Nissan lease prices in Florida  GUARANTEED - 100% customer satisfaction And along with our flexible return & exchange privileges, we'll also provide you free car delivery & customer shuttles, plus free car washes. Our devotion to making customers happy has helped HGreg win the Consumer Choice Award 14 years in a row. And it's why we now invite you to discover the HGreg difference for yourself.",2023-05-04T08:24:09.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U5927,Honda Civic Sport,2023,20000-29999,29312,"1220 Versailles Rd Frankfort, KY 40601",N,N,N,2HGFE2F57PH513392,Automatic CVT,CVT,2.0L I4 16V GDI DOHC,2000.0,Gasoline,"",3476,mi.,sedan,Front-wheel Drive,Rallye Red,Yes,None reported,,Yes,"Recent Arrival! Rallye Red 2023 Honda Civic Sport 4D Sedan FWD 2.0L I4 DOHC 16V i-VTEC CVT CARFAX One-Owner. NO ACCIDENTS ON CARFAX, REAR BACK UP CAMERA, PUSH BUTTON START, 3 YEARS COMPLIMENTARY MAINTENANCE INCLUDED, ASK ABOUT OUR LOW FINANCING OPTIONS, ASK ABOUT OUR EXTENDED WARRANTY OPT|…|IONS. 30/37 City/Highway MPG NOT LOCAL? LET US SEND YOU A CUSTOM VIDEO PRESENTATION OF THIS VEHICLE! Please call us or visit our website. This car is priced competitively using our EXCLUSIVE HUFFMAN VALUE PRICING, guaranteeing you a NO HAGGLE/ REAL-TIME market value price. In other words, we will NOT artificially inflate our prices by thousands of dollars in hopes of winning a negotiating contest with our customers. We give you our BEST price up front, with NO back-and-forth negotiating. This vehicle comes with the HUFFMAN PLATINUM PLAN WARRANTY providing peace of mind for the first 90 days or 3,000 miles of ownership. 3 YEARS COMPLIMENTARY MAINTENANCE INCLUDED with purchase! At the Neil Huffman Automotive Group, you have seven (7) days or one hundred and fifty (150) miles (whichever comes first) to make sure you like the vehicle, or you may exchange it for another vehicle of equal or greater value. All trade-ins are welcome. We'll buy your car even if you don't buy ours!",2023-05-04T08:32:15.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H6247,Hyundai Tucson SEL,2023,20000-29999,29511,"9950 Farrow Rd Columbia, SC 29203",Y,Y,N,5NMJBCAE3PH197461,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",3010,mi.,suv,All-wheel Drive,White,No,None reported,,No,"2023 Hyundai Tucson SEL Serenity White Certified. Clean CARFAX. TINTED WINDOWS, FULLY DETAILED, FRESH OIL CHANGE, 125 POINT INSPECTED, BOUGHT HERE, SERVICED HERE, WE HAVE ALL RECORDS!, REAR VIEW CAMERA, USB PORTS, #APPLE CarPlay#, #ANDROID AUTO#, 2 SETS OF SMART KEYS WITH REMOT|…|E!, AWD. Serving Columbia, West Columbia, Irmo, Lexington, Chapin, Lugoff, Elgin, Sumter, Florence, Blythewood, Camden, Fort Jackson,Cayce, Bishopville, Hartsville, Orangeburg, Gilbert, Clinton, Batesburg, Lamar, and Darlington for your automotive needs. Odometer is 1641 miles below market average! 23/28 City/Highway MPG Hyundai Certified Pre-Owned Details:  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  173+ Point Inspection  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Vehicle History  Warranty Deductible: $50  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Roadside Assistance Thank you so much for choosing Stivers Brothers Automotive Group! Whether you are looking to purchase a new Ford, Chevrolet, Hyundai, Subaru, or a high quality Stivers Used Vehicle we are here for you! We are a different kind of dealership, using today's Live Market Technology to ensure you always receive the best market value. Our vehicles are checked daily to make sure our price compares equipment, miles, color, and Vehicle History report so you always get the best car at the right price daily..",2023-05-04T08:18:49.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
EB4380,Hyundai Kona Limited,2023,20000-29999,29895,"1020 E Golf Rd Schaumburg, IL 60173",Y,Y,N,KM8K53A33PU981301,7-Speed Automatic,Automatic,1.6L I4 16V GDI DOHC Turbo,1600.0,Gasoline,"",3000,mi.,suv,Front-wheel Drive,Teal Isle,,None reported,Yes,Yes,"Notes on this vehicle: DESIRABLE FEATURES: This Certified 2023 Hyundai Kona Limited features: Moon/Sunroof, Android Auto, Apple CarPlay, Backup Camera, Navigation, Heated Seats, Bluetooth, and is available at our Hyundai dealership near you. This Certified used 2023 fwd Hyundai Kona Limited features|…|an eye-catching Teal Isle exterior with a comfortable Black Leather interior and has only 3,000 miles. Certified Pre-Owned Hyundai: Purchasing this Factory Certified 2023 Hyundai Kona Limited gives you peace of mind with America's Best 10 year/100,000 mile factory Warranty, along with $2349 of added value in every Hyundai CPO vehicle. In addition, every Certified Hyundai completes an extensive 173-point mechanical, safety, & appearance inspection, offers the remainder of the 5-Yr./60,000-Mile New Vehicle Limited Warranty, a 10-Yr./100,000-Mile CPO Powertrain Limited Warranty, Rental Reimbursement up to $35/day up to 10-days for covered repairs, including 1st day rental. Travel interruption reimbursement should a mechanical breakdown of a covered part occur when you are 150 miles or more away from home, you are reimbursed up to $100/day, $500/occurrence. Roadside Assistance, a complimentary 90-day trial of SiriusXM \"All Access\" Satellite Radio that offers engaging audio content to make your drives more entertaining, FREE Carfax history report, maintenance & protection add-ons tailored to your needs. INTERIOR OPTIONS: Treat yourself to refinement and luxury with your next Certified Hyundai, this 2023 Hyundai Kona featuring: Leather Seats, Automatic Climate Control, Moon Roof, Heated Front Seats, Power Moonroof, Power Drivers Seat, Leather Wrapped Steering Wheel, Overhead Console, Illuminated entry, Bucket Seats, Air Conditioning, Telescoping Wheel, Rear Seat Center Armrest, Center Console, Center Arm Rest, Split Folding Rear Seat, Vanity Mirrors, Reading Lights, Rear Window Defroster, Tilt Steering Wheel, Trip Odometer. EXTERIOR OPTIONS: E",2023-05-04T08:30:07.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU502388,Hyundai Elantra Limited,2023,20000-29999,26641,"9915 East Adamo Drive Tampa, FL 33619",Y,Y,Y,KMHLP4AG4PU502388,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",1644,mi.,sedan,Front-wheel Drive,Intense Blue,Yes,None reported,,Yes,"FACTORY CERTIFIED 10 YEAR X 100,000 MILE WARRANTYINCLUDING ROADSIDE ASSISTANCE 2023 Hyundai Elantra Limited Hyundai Certified Pre-Owned Details:  Warranty Deductible: $50  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please|…|see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Vehicle History  173+ Point Inspection  Roadside Assistance  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date CARFAX One-Owner. Clean CARFAX. Certified. Hyundai Certified Pre-Owned Certified, 17 x 7.0J Alloy Wheels, 4-Wheel Disc Brakes, 8 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay & Android Auto, Auto High-beam Headlights, Auto-dimming Rear-View mirror, Automatic temperature control, Brake assist, Bumpers: body-color, Cargo Net, Carpeted Floor Mats, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Blue Link Connected Car Service (3-year complimentary subscription), Exterior Parking Camera Rear, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Heated door mirrors, Heated Front Seats, Heated front seats, Illuminated entry, Leather-Trimmed Seats, Low tire pressure warning, Navigation System, Occupant sensing airbag, Option Group 01, Outside temperature display, Overhead airbag, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power moonroof, Power steering, Power windows, Radio: AM/FM/HD/SiriusXM Display Audio, Rear",2023-05-04T08:41:51.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
I368797,Kia Seltos S,2023,20000-29999,23500,"11337 N. Florida Ave Tampa, FL 33612",Y,Y,N,KNDEU2AA1P7368797,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",6206,mi.,suv,Front-wheel Drive,Mars Orange,Yes,None reported,,Yes,"CLEAN CARFAX NO ACCIDENTS REPORTED AND ONE OWNER VEHICLE, REMAINDER OF FACTORY WARRANTY AVAILABLE, SERVICE RECORDS AVAILABLE, APPLE CARPLAY / GOOGLE ANDROID AUTO, BLUETOOTH PHONE CONNECTIVITY, BLUETOOTH TECH WITH STREAMING, ACTIVE DRIVING ASSIST SYSTEM, BLIND SPOT MONITOR, FORWARD COLLISION ALERT, L|…|ANE CHANGE ALERT, LANE KEEP ASSIST WITH LANE DEPARTURE, REAR VISION BACK-UP CAMERA, REAR CROSS-TRAFFIC ALERT, AUTOMATIC EMERGENCY BRAKING WITH PEDESTRIAN DETECTION, KEYLESS GO/ PUSH BUTTON START, KEYLESS ENTER-N-GO, REMOTE ENGINE START, REMOTE KEYLESS ENTRY, 8 TOUCHSCREEN DISPLAY, SMART PHONE INTEGRATIONVOLKSWAGEN OF NORTH TAMPASeltos S, 4D Sport Utility, 2.0L I4 MPI, IVT, FWD, Mars Orange, Black w/Cloth & Sofino Premium Leatherette Seat Trim, 6 Speakers, ABS brakes, Auto High-beam Headlights, Automatic temperature control, Brake assist, Delay-off headlights, Electronic Stability Control, Front fog lights, Fully automatic headlights, Heated door mirrors, Illuminated entry, Leather Shift Knob, Low tire pressure warning, Panic alarm, Rear window wiper, Security system, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Variably intermittent wipers, Wheels: 17 Alloy w/Dark Gray Finish.No Payments for 90 Days / 3 Months (subject to credit approval, terms and conditions apply)2023 Kia Seltos S FWD IVT 2.0L I4 MPI29/35 City/Highway MPGCome visit us at Volkswagen of North Tampa, conveniently located at11337 North Florida Ave. Tampa, FL 33612(813)931-2811All of our pre-owned inventory goes through our state of the art repair and reconditioning facility to ensure you get the best pre-owned and certified pre-owned vehicles in the market. We offer the lowest prices, lowest rates and premium customer service in Tampa. Come see us today!!!",2023-05-04T08:20:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H511023,Hyundai Santa Fe SE,2023,20000-29999,29775,"201 Comtide Ct Franklin, TN 37067",Y,Y,N,5NMS1DAJ3PH511023,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",9807,mi.,suv,All-wheel Drive,Serenity White Pearl,No,None reported,,No,">>> SAVE $2,000 on this DEALER DEMO with 9K Miles! It's Hyundai Certified and has America's Best Warranty! ONLINE PURCHASE with HOME DELIVERY available for this vehicle! Our friendly, professional staff is standing by and ready to assist you! Hyundai of Cool Springs is pleased to offer this 2023 San|…|ta Fe in Serenity White. AWD, Black Cloth. This Santa Fe is nicely equipped with: Option Group 01, AWD, Black Cloth, 18 x 7.5J Alloy Wheels, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio, Apple CarPlay & Android Auto, Auto High-beam Headlights, Axle Ratio: 4.081, Brake assist, Bumpers: body-color, Cargo Net, Cargo Tray, Carpeted Floor Mats, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Exterior Parking Camera Rear, First Aid Kit, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Fully automatic headlights, Illuminated entry, Low tire pressure warning, Mudguards, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio: AM/FM Display Audio, Rear anti-roll bar, Rear seat center armrest, Rear window defroster, Rear window wiper, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Stain-Resistant Cloth Seat Trim, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, and Wheel Locks! Come in and see why we have consistently been rated among the top Hyundai dealerships in TN!",2023-05-04T08:37:16.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PB027557,Chevrolet Trailblazer LT,2023,20000-29999,29899,"1310 W Showroom Dr Fayetteville, AR 72704",Y,Y,Y,KL79MPS28PB027557,Automatic CVT,CVT,1.2L I3 12V GDI DOHC Turbo,1200.0,Gasoline,"",1196,mi.,suv,Front-wheel Drive,Summit White,Yes,None reported,,Yes,"2023 Chevrolet TrailBlazer LT 4D Sport Utility, 1.2L Ecotec Turbo DOHC DI w/VVT, CVT, FWD, Summit White, Black Cloth. Recent Arrival! CARFAX One-Owner. Clean CARFAX. Chevrolet Certified Pre-Owned Details:  Transferable Warranty  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from c|…|ertified purchase date  Powertrain Limited Warranty: 72 Month/100,000 Mile (whichever comes first) from original in-service date  Vehicle History  Roadside Assistance  24 months/24,000 miles (whichever comes first) CPO Scheduled Maintenance Plan and 3 days/150 miles (whichever comes first) Vehicle Exchange Program. SiriusXM 3-month trial subscription.  172 Point Inspection  Warranty Deductible: $0 Thank you for choosing Chevrolet of Fayetteville, located inside Fayetteville AutoPark! A 3-time Mark of Excellence Award winner, we are ready to assist you in all of your automotive needs, featuring hundreds of preowned vehicles of all makes and models including Acura, Honda, Toyota and Chevrolet all in one location! Our award-winning dealership features New, Used, Certified Preowned, Service and Parts, plus a state-of-the-art Collision Center! Call or email our Internet Department to schedule your test drive today! We are located on I-540 at exit 67A in Fayetteville Arkansas!",2023-05-04T08:53:33.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
X16700,Buick Encore GX Select,2023,20000-29999,27992,"10660 Automotive Dr Manassas, VA 20109",N,N,N,KL4MMDSL7PB002874,Automatic CVT,CVT,1.3L I3 12V GDI DOHC Turbo,1300.0,Gasoline,"",6328,mi.,suv,Front-wheel Drive,Cinnabar Metallic,No,None reported,,No,"Clean CARFAX. Cinnabar Metallic 2023 Buick Encore GX Select 18 Machined Aluminum Wheels, 2 USB Ports w/Auxiliary Input Jack, 2-Way Power Driver Lumbar Control, 3 Years of OnStar & Connected Services Plan (DISC), 4-Way Manual Passenger Seat Adjuster, 4-Wheel Disc Brakes, 5.45 Final Drive Axle Ratio,|…|6 Speakers, 8-Way Power Driver Seat Adjuster, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Auto High-beam Headlights, Automatic temperature control, Body Color Rocker Moldings, Body-Color Bodyside Moldings, Brake assist, Bumpers: body-color, Cloth w/Leatherette Seat Trim, Compass, Custom Grille w/Red Accents, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electric Auxiliary Heating/Defroster, Electronic Stability Control, Emergency communication system: OnStar and Buick connected services capable, Enhanced Performance 6-Speaker System, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front fog lights, Front License Plate Bracket, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Hands Free Power Liftgate, Hands-Free Power Liftgate Package, Heated door mirrors, Heated Driver & Front Passenger Seats, Heated front seats, Illuminated entry, Knee airbag, Lane Change Alert w/Side Blind Zone Alert, Low tire pressure warning, Not Equipped w/Driver & Fr Passenger Heated Seats, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Preferred Equipment Group 1SD, Radio data system, Radio: 8 Diagonal Buick Infotainment System, Rear Cross Traffic Alert, Rear reading lights, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Rear window wiper, Red Front & Rear Bumper Protective Molding, Remote keyless entry, Ride & Handling Suspension, Roof",2023-05-04T08:31:44.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
