card_id,vehicle,year,price_range,price_usd,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
232411A,Toyota Camry LE,2023,20000-29999,27688,"4395 Fayetteville Rd Lumberton, NC 28358",Y,Y,N,4T1C11AK9PU755162,Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",11509,mi.,sedan,Front-wheel Drive,Celestial Silver Metallic,Yes,At least 1 accident or damage reported,,Yes,"You can find this 2023 Toyota Camry LE Auto (Natl) and many others like it at Peterson Toyota Jeep. The Toyota Camry LE Auto (Natl) is economically and environmentally smart. Toyota clearly delivers on its promise to provide a fuel-efficient vehicle that has the great qualities you need in a vehicle|…|. The Toyota Camry LE Auto (Natl) will provide you with everything you have always wanted in a car -- Quality, Reliability, and Character. You've found the one you've been looking for. Your dream car. Just what you've been looking for. With quality in mind, this vehicle is the perfect addition to take home. Price Excludes Administrative, Origination, Documentary, Procurement and/or other Administrative Fee and Peterson Advantage . Financing Not Obtained Through Peterson Automotive Will Result In An Increase In Price Of $1000. All Financing Terms Must Be 72 Months or Longer. Due to Peterson Toyota being a competitive Dealer, Prices Change Hourly. Second Key, Floor Mats, Owner's Manual May Not Be Available. Prices do not include Dealer Installed Lift Kits and Wheel Packages.",2023-05-04T08:36:56.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
ML2047,Mazda CX-5 Carbon Edition,2023,20000-29999,29994,"401 N Taylor St Green Bay, WI 54303",Y,Y,N,JM3KFBCM0P0118648,6-Speed Automatic,Automatic,2.5L I4 16V,2500.0,Gasoline,"",6701,mi.,suv,All-wheel Drive,Polymetal Gray Metallic,No,None reported,,No,"Certified. 2023 Mazda CX-5 2.5 S Carbon Edition AWD Polymetal Gray 6-Speed Automatic SKYACTIV 2.5L 4-Cylinder DOHC 16V Mazda Certified, 10 Speakers, 4.624 Axle Ratio, 4-Wheel Disc Brakes, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio, AppLink/Apple CarPlay and Android Auto, Auto High-beam|…|Headlights, Auto-dimming Rear-View mirror, Automatic temperature control, Brake assist, Bumpers: body-color, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, E911 Automatic Emergency Notification, Electronic Stability Control, Emergency communication system: MAZDA CONNECT, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest w/Storage, Front dual zone A/C, Front reading lights, Fully automatic headlights, Garage door transmitter: HomeLink, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Infotainment System Voice Command, Leather Seat Trim, Leather Shift Knob, Low tire pressure warning, Memory seat, Multifunction Commander Control, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Pandora, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power Liftgate, Power moonroof, Power passenger seat, Power steering, Power windows, Radio Broadcast Data System Program Information, Radio data system, Radio: AM/FM/HD Audio System, Rain sensing wipers, Rear anti-roll bar, Rear reading lights, Rear seat center armrest, Rear window defroster, Rear window wiper, Remote keyless entry, SMS Text Msg Audio Delivery & Reply, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, Wheels: 19 x 7J Aluminum Alloy. 24/30 City/Highway",2023-05-04T08:23:15.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PA274844,Hyundai Sonata SEL Plus,2023,20000-29999,29999,"3445 Buford Dr NE Buford, GA 30519",Y,Y,N,KMHL44J24PA274844,Automatic,Automatic,1.6L I4 16V GDI DOHC Turbo,1600.0,Gasoline,"",4145,mi.,sedan,Front-wheel Drive,White,No,None reported,,No,"Panoramic Roof  Navigation System  Serenity White  Carpeted Floor Mats  Lane Keeping Assist  Wheel Locks  Keyless Start  Bluetooth Connection  Trunk Cargo Net  Black; Leatherette Seating Surfaces  Option Group 01This vehicle includes a Money-Back Guarantee and passed our precise inspect|…|ion process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply.",2023-05-04T08:34:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24185950,Kia K5 LXS,2023,20000-29999,26998,"3100 Mt. Zion Parkway Stockbridge, GA 30281",Y,N,N,5XXG14J20PG178017,Automatic,Automatic,1.6L I4 16V GDI DOHC Turbo,1600.0,Gasoline,"",9329,mi.,sedan,Front-wheel Drive,Gray,Yes,None reported,Yes,No,"Meet the Love Your Car Guarantee from CarMax! You can take your time with a 24-hour test drive and a 30-day money back guarantee (up to 1500 miles) to be sure it's the right car for you (restrictions apply). At CarMax, finding the right car is easy. You can shop online, get pre-qualified with no imp|…|act to your credit, and receive a trade-in offer all from the comfort of home. See carmax.com for details. Then, when it's time to buy, you can choose express pickup at your local CarMax or home delivery in select markets. And we stand behind every used car we sell with a 90-Day/4,000-Mile (whichever comes first) Limited Warranty. See store for details. Price excludes tax, title and tags. Price assumes that final purchase will be made in the State of GA, unless vehicle is non-transferable. Vehicle subject to prior sale. Applicable transfer fees are due in advance of vehicle delivery and are separate from sales transactions. Certain vehicles may have unrepaired safety recalls. Check nhtsa.gov/recalls to learn if this vehicle has an unrepaired safety recall. Inventory shown here is updated every 24 hours.",2023-05-04T08:24:58.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P9849A,Kia Seltos S,2023,20000-29999,26977,"2845 Mormon Trek Blvd Iowa City, IA 52240",N,Y,N,KNDEU2AA7P7396667,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",4718,mi.,suv,Front-wheel Drive,Blue,Yes,None reported,Yes,Yes,"Despite efforts, it is inevitable that some price/vehicle inaccuracies may be present. Billion Auto reserves the right to correct any pricing errors or any incorrect statement of accessories on a vehicle and change product pricing and specifications as well as the terms of our guarantees and warrant|…|ies without notice. This vehicle has only had one previous owner, cant get any better than that. Stop by and take it for a test drive before it is gone. Fog Lights, 120 amp alternator,Clearcoat paint,Illuminated glove box,Perimeter alarm,Outside temp gauge,Front map lights,Fade-to-off interior lighting,Gas-pressurized shock absorbers,Full cloth headliner,Front-wheel drive,Body-colored door handles,Torsion beam rear suspension w/coil springs,Rear child safety locks,Deep tinted glass,Front fog lamps,Black grille w/chrome accents,Driver foot rest,Cruise control w/steering wheel controls,Day-night rearview mirror,Variable intermittent wipers,Air filtration,Single stainless steel exhaust,Rear cupholder,LED brakelights,Leatherette door trim insert,Steel spare wheel,Front anti-roll bar,Automatic air conditioning,Driver and passenger visor vanity mirrors,Manual tilt/telescoping steering column,Back-up camera,Strut Front Suspension w/Coil Springs,Black Bodyside Cladding And Black Wheel Well Trim,Front Windshield -inc: Sun Visor Strip,Fully Galvanized Steel Panels,Liftgate Rear Cargo Access,Integrated Roof Antenna,Front Cupholder,Full Carpet Floor Covering,Carpet Floor Trim,Cargo Space Lights,Side Impact Beams,Curtain 1st And 2nd Row Airbags,Airbag Occupancy Sensor,Compact Spare Tire Mounted Inside Under Cargo,Lip Spoiler,1 LCD Monitor In The Front,Leather/Metal-Look Steering Wheel,Manual Adjustable Front Head Restraints And Manual Adjustable Rear Head Restraints,Roof Rack Rails Only,Tire Specific Low Tire Pressure Warning,HVAC -inc: Underseat Ducts And Console Ducts,Sliding Front Center Armrest And Rear Center Armrest,1 12V DC Power Outlet,60-Amp/Hr Maintenance-Free Battery w/",2023-05-04T08:29:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
D568816,Toyota Tacoma SR,2023,20000-29999,28900,"2910 Atlanta Hwy Athens, GA 30606",Y,Y,Y,3TYRX5GN4PT070923,Automatic,Automatic,2.7L I4 16V MPFI DOHC,2700.0,Gasoline,"",3320,mi.,pickup truck,Rear-wheel Drive,Barcelona Red Metallic,,,,,"Be sure to ask for your Worry Free Folder to see the free Carfax Vehicle History Report, Service Restoration Order (R.O.), MarketScan Price Comparison and Certified Checklist (Toyota Certified Pre Owned Vehicles only). All applicable sales tax and tag/title fees.",2023-05-04T08:48:16.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
20748A,Nissan Altima 2.5 SR,2023,20000-29999,29994,"3480 Hwy 96 Bypass Silsbee, TX 77656",N,N,N,1N4BL4CV6PN304001,Automatic CVT,CVT,2.5L I4 16V GDI DOHC,2500.0,Gasoline,"",8341,mi.,sedan,Front-wheel Drive,Deep Blue Pearl,Yes,None reported,Yes,Yes,Recent Arrival!|CVT with Xtronic.|CARFAX One-Owner. Clean CARFAX.|We're Making Deals the Silsbee Way!!!!,2023-05-04T08:56:47.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
GP408,Kia Soul LX,2023,20000-29999,23995,"1670 West Redondo Beach Boulevard Gardena, CA 90247",Y,Y,N,KNDJ23AU2P7189253,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",3535,mi.,hatchback,Front-wheel Drive,Inferno Red,Yes,None reported,,Yes,"Clean CARFAX. FWD IVT 2.0L I4 DOHC 2023 Kia Soul LX 29/35 City/Highway MPG Odometer is 6042 miles below market average! Thank's for Looking ! If you need any more information, such as additional Photo's or a copy of your Free Car Fax History Report we are here to Help ! Visit us on the Web at www.ga|…|rdenanissan.com, By Phone at 888-615-9008 or come visit us at our easy to get to location in Gardena CA.",2023-05-04T08:53:56.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
132354,Kia Forte LXS,2023,10000-19999,18999,"5300 W Copans Rd Margate, FL 33063",Y,Y,N,3KPF24AD1PE527284,Automatic,Automatic,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",5089,mi.,sedan,Front-wheel Drive,Snow White Pearl,Yes,At least 1 accident or damage reported,,No,"Recent Arrival! CARFAX One-Owner. Odometer is 629 miles below market average!|BBB Accredited A+, We Accept Trade-Ins, FINANCING AVAILABLE!!, 16 Alloy Wheels, ABS brakes, Air Conditioning, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Exterior Parking|…|Camera Rear, Fully automatic headlights, Low tire pressure warning, Occupant sensing airbag, Power door mirrors, Power steering, Power windows, Radio: HD Display Audio, Steering wheel mounted audio controls, Traction control. Snow White Pearl 2023 Kia Forte LXS FWD 2.0L 4-Cylinder MPI|28/39 City/Highway MPG.|Florida Fine Cars offers the nations highest quality pre-owned vehicles at below-market pricing. With our 3-Day Return and 5-Day Exchange policies, we give you the ultimate peace of mind with your purchase. We offer easy online shopping with at-home delivery or a fast in-showroom experience. It's car buying at your pace online or in the showroom.",2023-05-04T08:13:26.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
K70525A,Toyota Corolla Hatchback XSE,2023,20000-29999,28990,"6400 US-60 Barboursville, WV 25504",N,N,N,JTNC4MBE1P3196262,Automatic CVT,CVT,2.0L I4 16V PDI DOHC,2000.0,Gasoline,"",1743,mi.,hatchback,Front-wheel Drive,Inferno Red,Yes,None reported,,Yes,"Recent Arrival! Corolla Hatchback XSE, 5D Hatchback, 2.0L I4, CVT, FWD, Inferno Red, Cloth. 2.0L I4 FWD",2023-05-04T08:16:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
