card_id,vehicle,year,price_range,price_usd,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
T1084P,Kia Forte LXS,2023,20000-29999,23997,"3593 Chelsea Road West Monticello, MN 55362",N,N,N,3KPF24ADXPE551230,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",7424,mi.,sedan,Front-wheel Drive,Currant Red,Yes,None reported,Yes,No,"SHELTER YOURSELF FROM HIGH FUEL PRICES, LOW MILEAGE, CLEAN VEHICLE HISTORY, RECONDITIONING WORK INCLUDES, MULTI-POINT VEHICLE INSPECTION WITH OIL CHANGE, COMPLETE VEHICLE DETAIL, STANDOUT FEATURES INCLUDE, AUTO HIGH BEAM HEADLAMPS, REAR CAMERA, AIR CONDITIONING, REAR WINDOW DEFROSTER, 16 AL|…|LOY WHEELS, 2.0L 4-Cylinder MPI, IVT, FWD. 28/39 City/Highway MPG Following our multi-point inspection, servicing and reconditioning process, we believe that you can confidently enjoy this vehicle! Please ask about included warranties and for details on extended vehicle coverages which are available for purchase. It is located at Ryan Chrysler Dodge Jeep Ram Monticello: 3593 Chelsea Road West, Monticello MN 55362. To confirm availability, or arrange a test drive, please contact our sales team at 763 314 4498. Thank you.",2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,Hyundai Elantra HEV Blue,2023,20000-29999,25599,"4800 NW Loop 410 San Antonio, TX 78229",Y,Y,N,KMHLM4AJ3PU033315,Automatic,Automatic,1.6L I4 16V GDI DOHC Hybrid,1600.0,Hybrid,"",2500,mi.,sedan,Front-wheel Drive,Intense Blue,Yes,None reported,,Yes,"CARFAX One-Owner. Clean CARFAX. Intense Blue 2023 Hyundai Elantra Hybrid Blue FWD 6-Speed Dual Clutch I4ALUMINUM ALLOY WHEELS, APPLE CARPLAY/ANDROID AUTO, BACKUP CAMERA, BOUGHT HERE NEW, CLEAN HISTORY...NO ACCIDENTS REPORTED, HOMELINK, INCLUDES WARRANTY, NAVIGATION, ONE OWNER, ONE|…|OWNER...NO ACCIDENTS REPORTED, RECENT TRADE IN, SERVICE RECORDS AVAILABLE, SIRIUS XM.Recent Arrival! 53/56 City/Highway MPG",2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU371577,Hyundai Elantra N Line,2023,20000-29999,26533,"8900 University Blvd Moon Twp, PA 15108",N,N,N,KMHLR4AF6PU371577,7-Speed DCT Automatic,DCT,1.6L I4 16V GDI DOHC Turbo,1600.0,Gasoline,"",11800,mi.,sedan,Front-wheel Drive,Electric Shadow,Yes,None reported,,Yes,"CARFAX One-Owner. 18 Alloy Wheels, Automatic Climate Control, Cruise Control, Fully Automatic Headlights, Heated Front Sport Bucket Seats, Navigation, Power Driver Seat, Power Tilt/Slide Moonroof, Rear Backup Camera, SiriusXM Satellite Radio. 28/36 City/Highway MPG Electric Shadow 2023 Hyundai Elant|…|ra N Line FWD I4 7-Speed Dual Clutch DCT Fresh Arrival. Call for more details. Our goal is to provide our customers the best value when they choose one of our quality pre-owned vehicles. We use the power of Kelley Blue Book, CARFAX, and Autotrader to set a great low price on your favorite pre-owned vehicle.",2023-05-04T08:28:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
M20866XL,Mazda Mazda3 AWD w/Premium Package,2023,20000-29999,28990,"115 Route 59 Nyack, NY 10960",Y,Y,N,JM1BPBMM9P1600193,6-Speed Automatic,Automatic,2.5L I4 16V,2500.0,Gasoline,"",5998,mi.,hatchback,All-wheel Drive,Polymetal Gray Metallic,Yes,None reported,,No,"MAZDA CERTIFIED, MOONROOF, LEATHER, BLUETOOTH, BLIND SPOT MONITORING, HEATED SEATS, STILL UNDER FACTORY WARRANTY, 1 OWNER, ACCIDENT FREE CARFAX, 12 Speakers, Air Conditioning, AM/FM radio: SiriusXM, AppLink/Apple CarPlay and Android Auto, Automatic temperature control, Bumpers: body-color, Front dua|…|l zone A/C, Front reading lights, Heads-Up Display, Illuminated entry, MAZDA CONNECT Infotainment System, Memory seat, Outside temperature display, Power driver seat, Power steering, Power windows, Radio data system, Radio: AM/FM/HD Audio System, Rear window defroster, Remote keyless entry, Steering wheel mounted audio controls, Traction control. 2023 Mazda Mazda3 2.5 S Premium Polymetal Gray Metallic Certified. 6-Speed Automatic I4 26/33 City/Highway MPG Mazda Certified Pre-Owned Details:  Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date  Vehicle History  Roadside Assistance  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) after new car warranty expires or from certified purchase date  Transferable Warranty  160 Point Inspection  Warranty Deductible: $0  Includes Autocheck Vehicle History Report with 3 Year Buyback Protection. 3 month SiriusXM trial subscription. Palisades Mazda is conveniently located just 2 minutes from the Palisades Mall 115 RT 59 NYACK NY OR CONTACT US 845-224-3660.We look forward to seeing you in your new Mazda soon.",2023-05-04T08:21:26.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24821,Toyota Camry SE,2023,20000-29999,29990,"6003 Market St Wilmington, NC 28405",N,N,N,4T1G11AK2PU078280,Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",17305,mi.,sedan,Front-wheel Drive,Cavalry Blue,Yes,None reported,,Yes,"Check out this versatile 2023 Toyota Camry . Window Grid And Roof Mount Antenna, Variable Intermittent Wipers, Urethane Gear Shifter Material, Trunk Rear Cargo Access, Trip Computer.This Toyota Camry Comes Equipped with These Options Toyota Safety Sense (TSS) 2.5+, Tire Pressure Monitor System (TP|…|MS) Tire Specific Low Tire Pressure Warning, Strut Front Suspension w/Coil Springs, Steel Spare Wheel, Sport SofTex Seat Trim w/Fabric Inserts, Single Stainless Steel Exhaust w/Polished Tailpipe Finisher, Side Impact Beams, Seats w/Leatherette Back Material, Rocker Panel Extensions, Remote Releases -Inc: Power Cargo Access and Power Fuel. Stop By Today For a must-own Toyota Camry come see us at Auto Wholesale, 6003 Market St, Wilmington, NC 28405. Just minutes away!",2023-05-04T08:22:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24096316,Kia Forte GT-Line,2023,20000-29999,27998,"7005 NE 117th Ave Vancouver, WA 98682",N,N,N,3KPF54ADXPE525217,Automatic,Automatic,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",3908,mi.,sedan,Front-wheel Drive,Orange,Yes,None reported,Yes,No,"Meet the Love Your Car Guarantee from CarMax! You can take your time with a 24-hour test drive and a 30-day money back guarantee (up to 1500 miles) to be sure it's the right car for you (restrictions apply). At CarMax, finding the right car is easy. You can shop online, get pre-qualified with no imp|…|act to your credit, and receive a trade-in offer all from the comfort of home. See carmax.com for details. Then, when it's time to buy, you can choose express pickup at your local CarMax or home delivery in select markets. And we stand behind every used car we sell with a 90-Day/4,000-Mile (whichever comes first) Limited Warranty. See store for details. Price excludes tax, title, and registration fees. Price assumes that final purchase will be made in the State of WA, unless vehicle is non-transferable. Vehicle subject to prior sale. Applicable transfer fees are due in advance of vehicle delivery and are separate from sales transactions. Certain vehicles may have unrepaired safety recalls. Check nhtsa.gov/recalls to learn if this vehicle has an unrepaired safety recall. Inventory shown here is updated every 24 hours.",2023-05-04T08:28:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24243690,Kia Forte GT-Line,2023,20000-29999,28998,"45210 Towlern Pl Sterling, VA 20165",Y,N,N,3KPF54AD3PE575036,Automatic,Automatic,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",6898,mi.,sedan,Front-wheel Drive,Black,Yes,None reported,Yes,Yes,"Meet the Love Your Car Guarantee from CarMax! You can take your time with a 24-hour test drive and a 30-day money back guarantee (up to 1500 miles) to be sure it's the right car for you (restrictions apply). At CarMax, finding the right car is easy. You can shop online, get pre-qualified with no imp|…|act to your credit, and receive a trade-in offer all from the comfort of home. See carmax.com for details. Then, when it's time to buy, you can choose express pickup at your local CarMax or home delivery in select markets. And we stand behind every used car we sell with a 90-Day/4,000-Mile (whichever comes first) Limited Warranty. See store for details. Price excludes tax, title, tags and $399 CarMax processing fee (not required by law). Price assumes that final purchase will be made in the State of VA, unless vehicle is non-transferable. Vehicle subject to prior sale. Applicable transfer fees are due in advance of vehicle delivery and are separate from sales transactions. Certain vehicles may have unrepaired safety recalls. Check nhtsa.gov/recalls to learn if this vehicle has an unrepaired safety recall. Inventory shown here is updated every 24 hours.",2023-05-04T08:44:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
K8158A,Kia Seltos LX,2023,20000-29999,26995,"1400 Cambell St Rapid City, SD 57701",Y,N,N,KNDEPCAAXP7431389,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",1255,mi.,suv,All-wheel Drive,Blue,,None reported,Yes,Yes,"We have some of the nicest trades in-stock and this one is no exception. We have fully inspected and recondition it, so its ready for you to take home. To learn more, give us a call, email or stop in today. BLACK, CLOTH & SOFINO PREMIUM LEATHERETTE SEAT TRIM, CARPETED FLOOR MATS, MUD GUARDS, NEPTUNE|…|BLUE, 120 amp alternator,Clearcoat paint,Illuminated glove box,Perimeter alarm,Outside temp gauge,Manual air conditioning,Front map lights,Fade-to-off interior lighting,Gas-pressurized shock absorbers,Multi-link rear suspension w/coil springs,Full cloth headliner,Body-colored door handles,Rear child safety locks,Deep tinted glass,Front center armrest,Driver foot rest,Cruise control w/steering wheel controls,Day-night rearview mirror,Variable intermittent wipers,Air filtration,Single stainless steel exhaust,Rear cupholder,Steel spare wheel,Front anti-roll bar,Driver and passenger visor vanity mirrors,Manual tilt/telescoping steering column,Back-up camera,Strut Front Suspension w/Coil Springs,Black Bodyside Cladding And Black Wheel Well Trim,Front Windshield -inc: Sun Visor Strip,Fully Galvanized Steel Panels,Liftgate Rear Cargo Access,Integrated Roof Antenna,Front Cupholder,Full Carpet Floor Covering,Carpet Floor Trim,Cargo Space Lights,Side Impact Beams,Curtain 1st And 2nd Row Airbags,Airbag Occupancy Sensor,Electronic Transfer Case,Permanent Locking Hubs,Compact Spare Tire Mounted Inside Under Cargo,Lip Spoiler,1 LCD Monitor In The Front,HVAC -inc: Underseat Ducts,Cloth Door Trim Insert,Roof Rack Rails Only,Tire Specific Low Tire Pressure Warning,2 12V DC Power Outlets,60-Amp/Hr Maintenance-Free Battery w/Run Down Protection,13.2 Gal. Fuel Tank,Electric Power-Assist Speed-Sensing Steering,Cargo Area Concealed Storage,Delayed Accessory Power,Dual Stage Driver And Passenger Seat-Mounted Side Airbags,Dual Stage Driver And Passenger Front Airbags,Outboard Front Lap And Shoulder Safety Belts -inc: Rear Center 3 Point, Height Adjusters and Pretensioners,Fixed Rear Windo",2023-05-04T08:30:27.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HU12338,Hyundai Kona SEL,2023,20000-29999,26280,"2300 Hebron Rd Heath, OH 43056",Y,N,N,KM8K6CAB2PU934703,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",4898,mi.,suv,All-wheel Drive,Thunder Gray,Yes,None reported,,No,"CONTACT COUGHLIN HYUNDAI AT 740-928-9000. CARFAX One-Owner. Clean CARFAX. Certified. This 2023 Hyundai Kona SEL is a great choice, Hyundai Certified, Kona SEL, 4D Sport Utility, 2.0L 4-Cylinder, IVT, AWD, Thunder Gray, Black Cloth, Option Group 01. 28/33 City/Highway MPG|Please ca|…|ll or e-mail first for the best and quickest information. Visit www.coughlinhyundai.com to see more of this store??s new and used vehicle inventory for sale. Pricing excludes tax, title, license and document fee. While we make every effort to prevent pricing errors, key stroke and human errors do occur. Please see dealer for details.",2023-05-04T08:21:42.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
97413SL,Nissan Rogue SV,2023,20000-29999,29995,"5625 Veterans Memorial Pkwy St Peters, MO 63376",Y,N,Y,5N1BT3BA6PC748022,Automatic CVT,CVT,1.5L I3 12V GDI DOHC Turbo,1500.0,Gasoline,"",3167,mi.,suv,Front-wheel Drive,Gun Metallic,Yes,None reported,,No,"Backup Camera 2023 Nissan Rogue SV Gun Metallic Nissan Certified Details:  Warranty Deductible: $100  Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date  167 Point Inspection  Vehicle History  Transferable Warranty  Roadside Assistance  Plus 1 Year P|…|re-Paid Maintenance Included. Priced below KBB Fair Purchase Price! Odometer is 913 miles below market average! 30/37 City/Highway MPG If you're in the market for a new or used car, you've come to the right place. The staff at St. Charles Nissan/ Hyundai is committed to helping you find the right vehicle for your needs. What's more, they're also dedicated to helping you maintain it long after you drive it home for the first time. St.Charles Nissan/Hyundai is not responsible for any errors on vehicle options. Some prices and videos are subject to change.",2023-05-04T08:34:43.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
