card_id,vehicle,year,price_range,price_usd,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
33217K,Buick Encore GX Select,2023,20000-29999,25000,"11290 Mandal Parkway D'lberville, MS 39540",Y,Y,N,KL4MMDSL1PB005673,Automatic,Automatic,ECOTEC 1.3L I-3 gasoline direct injection  DOHC  variable valve,1300.0,Gasoline,29–32 mpg,7745,mi.,suv,Front-wheel Drive,Moonstone Gray Metallic,Yes,None reported,,Yes,"Mandal Buick GMC is pleased to present to you this handsome 2023 Buick Encore GX Select in Moonstone Gray Metallic. This SUV comes equipped with a. 29/32 City/Highway MPGPRICE INCLUDES $1,000.00 DISCOUNT FOR FINANCING WITH GM FINANCIAL!!!Hello, this is Bo Mandal, Owner of Mandal Buick GMC, personall|…|y inviting you to our Brand-New State of the Art Facility at the I-10 / 110 Interchange off of exit 46A on Mandal Pkwy in D'lberville' Getting your next vehicle should be as Fun and Easy a process as that First Time you Drive it Home! That's why I created The Mandal Way: Everything we do revolves around creating the Very Best Customer Experience for You Both During the Sales Process and Throughout the Entire Time you Own Your vehicle! Here is just some of what you can expect from the Mandal Way: Transparent Sales Process that's FAST and EFFICIENT!! Friendly and Helpful Sales Staff that Won't Pressure You! The Best Team of Finance Managers in MS! They are Great with People and EVEN Better with Numbers! Is Credit A Challenge? Give Us a Try and Let Us Do the Rest! Customer Lounge with Free Wi-Fi & Refreshments! Free Car Washes for Life! Auto Butler Polishing System! Separate Quick Lube Service Lane to Ensure Our Customers Aren't Waiting Weeks for a Service Appointment! Cutting Edge Drive-in Hunter Automotive Quick Check Diagnostic System - Gives your vehicle a real time diagnosis before you even exit the car! No Hassle Sell or Trade Any Car - We Need Pre-Owned Inventory and Pay Top Dollar! So Please Put Me to the Test and Experience The Mandal Way for Yourself Today! Learn more at www.mandalbuickgmc.com and Mandal Buick GMC on Facebook!",2023-05-04T08:14:54.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CCR9981,Nissan Rogue SV,2023,20000-29999,29492,"1290 Concord Ave Concord, CA 94520",N,N,Y,JN8BT3BA4PW405703,CVT with Xtronic,CVT,VC-Turbo 1.5L I-3 gasoline direct injection  DOHC  CVTCS variabl,1500.0,Gasoline,30–37 mpg,1432,mi.,suv,Front-wheel Drive,Gun Metallic,Yes,None reported,,No,"PREVIOUS DAILY RENTAL.This 2023 Gun Metallic Nissan Rogue SV FWD is well equipped and includes these features and benefits: Nissan Certified Certified, 18'' Aluminum Alloy Wheels, 4-Wheel Disc Brakes, 5.604 Axle Ratio, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM Radio, AM/FM radio:|…|SiriusXM, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Cloth Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: NissanConnect Services, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Fully automatic headlights, Heated door mirrors, Illuminated entry, Knee airbag, Low tire pressure warning, NissanConnect featuring Apple CarPlay and Android Auto, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Radio data system, Rear anti-roll bar, Rear Parking Sensors, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Rear window wiper, Remote keyless entry, Speed control, Speed-Sensitive Wipers, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, and Variably intermittent wipers. Android Auto/Apple CarPlay, BLUETOOTH CONNECTIVITY!..., NISSAN CERTIFIED PRE-OWNED with 84mo/100,000 MILE LIMITED WARRANTY!..., KEYLESS ENTRY!..., DUAL-ZONE CLIMATE CONTROL!..., REAR VIEW CAMERA PACKAGE!..., ACTIVE BLIND SPOT MONITOR!..., PARK DISTANCE CONTROL!..., COLLISION AVOIDANCE SYSTEM!..., POWER SEAT PACKAGE!..., FULLY SERVICED AND INSPECTED!..., LOW MILES!..., ULTRA-LOW MILES!..., ALLOY WHEEL PACKAGE!..., 18'' ALLOY WHEEL PACKAGE!..., BALANCE OF FACTORY WARRANTY!..., Alloy Wheels, Audio Package, Backup Camera, Bluetooth, Climate Package, Light Package, Multimedia Package, Power Mirror Package, Power Package, Remote Start, Security Package, Sound Package, 18'' Aluminum Alloy Wheels, 4-Wheel Disc Brakes, 5.604 Axle Ratio, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM Radio, AM/FM radio: SiriusXM, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Cloth Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: NissanConnect Services, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Fully automatic headlights, Heated door mirrors, Illuminated entry, Knee airbag, Low tire pressure warning, NissanConnect featuring Apple CarPlay an",2023-05-04T08:55:00.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
L107618A,Kia Seltos S,2023,20000-29999,27385,"1640 Montgomery Hwy Birmingham, AL 35216",Y,Y,N,KNDEU2AA5P7353171,Automatic,Automatic,2L I-4 DOHC  variable valve control  engine with 146HP,2000.0,Gasoline,29–35 mpg,3394,mi.,suv,Front-wheel Drive,Snow White Pearl,Yes,None reported,Yes,Yes,"CLEAN CARFAX, ONE OWNER, BACKUP CAMERA, DEALER MAINTAINED, SERVICE RECORDS, LEATHER, LOCALLY OWNED, NEVER A RENTAL, LOW MILES, STILL UNDER MANUFACTURERS WARRANTY, LIFETIME WARRANTY (ASK DEALER FOR DETAILS), 6 Speakers, Air Conditioning, Alloy wheels, AM/FM radio, Apple CarPlay & An|…|droid Auto, Dual front impact airbags, Dual front side impact airbags, Heated door mirrors, Leather Shift Knob, Panic alarm, Power door mirrors, Roof rack: rails only, Security system, Speed control, Spoiler, Wheels: 17 Alloy w/Dark Gray Finish.NISSAN OF HOOVER! YOUR FRIENDS IN THE CAR BUSINESS! HOME OF THE LIFETIME WARRANTYBenton Nissan of Hoover is your friend in the car business!",2023-05-04T08:37:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
JU14076,Hyundai Elantra HEV Blue,2023,20000-29999,27985,"1313 Rand Road Des Plaines, IL 60016",Y,Y,N,KMHLM4AJ0PU042523,6-Speed Dual Clutch,"",KAPPA 1.6L I-4 gasoline direct injection  DOHC  D-CVVT variable,1600.0,Gasoline,53–56 mpg,116,mi.,sedan,Front-wheel Drive,Ceramic White,Yes,None reported,,Yes,"8-inch Touchscreen Lane Keep Assist | Apple CarPlay | Android Auto | Backup Camera | 16-inch Wheels | Incredibly efficient, our One Owner 2023 Hyundai Elantra Hybrid Blue Sedan is an excellent way to go green in Ceramic White! Powered by a 1.6 Liter 4 Cylinder and an Electric Motor that deliver a co|…|mbined 139hp to a 6 Speed EcoShift Double-Clutch Automatic transmission for fuel-sipping fun. This Front Wheel Drive sedan returns nearly 56mpg on the highway and nearly 53mpg in the city, and its responsive handling rewards you at almost every turn. Elevated style comes your way with our Elantra's bold black grille, LED lighting, heated power mirrors, alloy wheels, and the upscale convenience of a hands-free trunk.Our Blue cabin boasts heated premium-cloth front seats, a multifunction steering wheel, dual-zone automatic climate control, keyless entry, pushbutton ignition, and smart technology for taking command of your world. Features like an 8-inch touchscreen, wireless Android Auto/Apple CarPlay, Bluetooth, voice recognition, and upscale audio offer digital convenience it's hard to do without!You don't have to sacrifice safety, either, since Hyundai helps you out with a backup camera, collision-avoid technology, lane-keeping assistance, a driver attention monitor, a blind-spot monitor, a safe exit warning, and more. Our Elantra Hybrid Blue makes it easy to grow your confidence as you shrink your carbon footprint! Save this Page and Call for Availability. We Know You Will Enjoy Your Test Drive Towards Ownership!",2023-05-04T08:19:10.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
K169180A,Kia Seltos SX Turbo,2023,20000-29999,29998,"722 Long Rd Crossing Dr Chesterfield, MO 63005",Y,Y,N,KNDETCA26P7360843,Automatic,Automatic,1.6L I-4 gasoline direct injection  DOHC  variable valve control,1600.0,Gasoline,25–30 mpg,8609,mi.,suv,All-wheel Drive,Neptune Blue,Yes,None reported,Yes,No,"Clean CARFAX. CARFAX One-Owner. 2023 Kia Seltos SX SX Neptune Blue|Jim Butler KIA provides the highest quality new KIA vehicles and used luxury vehicles at the best prices in St. Louis, Missouri...Largest Selection available...Lowest Price on any new KIA, guaranteed...Exclusive Trade Valu|…|e evaluation that provides the Highest Value for your Trade in...Exclusive and the largest selection of flexible finance and lease options....Title expertise that helps with all title issues for trades or new purchases as well as bank or credit union pay offs...Dynamic team and technology to help you find the right vehicle, right price or payment at the right time.Online Inventory is only a partial listing of what we have available. Feel free to call for details 636.256.9600 Price does not include tax, title, license, or administration fees. While we make every attempt to ensure pricing accuracy, Dealer is not responsible for computer or human error and reserves the right to change prices if such error occurs. Here at Jim Butler Kia we are happy to present the all new Jim Butler LIMITED LIFETIME POWERTRAIN COVERAGE The eligible cars are select makes that are 2016 and newer that have under 100k miles at the time of purchase. You are covered by this warranty for as long as you own the car. There is a $250.00 deductible due at the time of service. Please see dealer for all details.",2023-05-04T08:32:10.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PA282122S,Hyundai Sonata SEL,2023,20000-29999,27777,"591 North Interstate Drive Norman, OK 73069",Y,Y,N,KMHL64JA4PA282122,Automatic,Automatic,Smartstream 2.5L I-4 port/direct injection  DOHC  CVVT variable,2500.0,Gasoline,27–37 mpg,1899,mi.,sedan,Front-wheel Drive,Serenity White,,None reported,Yes,Yes,"Welcome to your all-new Norman Hyundai! Your Hyundai car dealership! We pride ourselves on having the most knowledgeable and friendly staff ready to assist you with your next pre-owned car! We offer a six-month, 6,000-mile warranty on nearly all our pre-owned vehicles in stock. We pride ourselves on|…|our friendly environment and knowledgeable staff, and we want to make your pre-owned vehicle purchase as comfortable as possible. Stop by the store today to take your next new ride for a spin. We are located off Interstate 35 within The Mile of Cars in Norman, Oklahoma! We look forward to assisting you with your vehicle search and purchase.2023 Hyundai Sonata SELClean CARFAX.Sonata SEL, 4D Sedan, 2.5L I4, 8-Speed Automatic with SHIFTRONIC, FWD, Serenity White, Dark Gray Cloth, 4-Wheel Disc Brakes, ABS brakes, Automatic temperature control, Brake assist, Dual front impact airbags, Dual front side impact airbags, Emergency communication system: Blue Link Connected Car Service (3-year complimentary subscription), Front anti-roll bar, Knee airbag, Low tire pressure warning, Navigation System, Occupant sensing airbag, Overhead airbag, Power driver seat, Rear anti-roll bar, Rear side impact airbag, 17'' x 7.0J Aluminum Alloy Wheels, 6 Speakers, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay & Android Auto, Auto High-beam Headlights, Bumpers: body-color, Cargo Hook, Cargo Package, Cargo Tray, Carpeted Floor Mats, Delay-off headlights, Driver door bin, Driver vanity mirror, Electronic Stability Control, Exterior Parking Camera Rear, First Aid Kit, Four wheel independent suspension, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Fully automatic headlights, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Option Group 01, Outside temperature display, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Premium Cloth Seating Surfaces, Radio data system, Radio: AM/FM/MP3/HD/SiriusXM Display Audio w/Nav, Rear seat center armrest, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Speed-Sensitive Wipers, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Trunk Cargo Net, Turn signal indicator mirrors, Variably intermittent wipers, Sonata SEL, 4D Sedan, 2.5L I4, 8-Speed Automatic with SHIFTRONIC, FWD, Serenity White, Dark Gray Cloth, 4-Wheel Disc Brakes, ABS brakes, Automatic temperature control, Brake assist, Dual front impact airbags, Dual front side impact airbags, Emergency communication system: Blue Link Connected Car Service (3-year complimentary subscription), Front anti-roll bar, Knee airbag, Low tire pressure warning, Navigation System, Occupant sensing airbag, Overhead airbag, Power driver seat, Rear anti-roll bar, Rear side impact a",2023-05-04T08:57:38.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
21650,Nissan Altima SR FWD,2023,20000-29999,27675,"1938 Elm Hill Pike Nashville, TN 37210",Y,Y,N,1N4BL4CV9PN305658,Automatic,Automatic,2.5L I-4 gasoline direct injection  DOHC  CVTCS variable valve c,2500.0,Gasoline,27–37 mpg,14258,mi.,sedan,Front-wheel Drive,Gray Sky Pearl,Yes,None reported,Yes,Yes,"Vehicles Nashville is proud to offer this stunning 2023 Nissan Altima SR with ONLY 14K Miles!! This 1 Owner Nissan was bought new in TN and has never been in an accident, CLEAN CARFAX!! This Altima SR comes well equipped with Bluetooth, Backup Camera, Apple CarPlay, Blind Spot Monitors, Automatic Em|…|ergency Braking, Rear Cross Traffic Alert System, Remote Start, SR Sport Seats, w/ Color Stitching, Premium Paint, Rear Spoiler, and much much more!! Please Call, Text, or Email us anytime for additional information!! Please call us anytime at 615-364-2835 for more information and to schedule an appointment!!!",2023-05-04T08:41:36.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
M10627A,Mazda Mazda3 AWD w/Premium Package,2023,20000-29999,29992,"6944 HWY 72 W Huntsville, AL 35806",Y,Y,N,JM1BPBMM9P1600825,6-Speed Automatic,Automatic,SKYACTIV-G 2.5L I-4 gasoline direct injection  DOHC  variable va,2500.0,Gasoline,26–33 mpg,4772,mi.,hatchback,All-wheel Drive,Snowflake White Pearl Mica,Yes,None reported,Yes,Yes,"Text Michael Ponter @ (256) 924-8997This Certified Pre-Owned 2023 Mazda3 2.5 S Premium AWD Hatchback comes in Snowflake White Pearl with Black interior. Equipped with Back-up Camera, Leather Seats, Heated Front Seats, Dual Zone Automatic Climate Control, Bose Sound System, Moonroof, Advanced Key, Ma|…|zda Radar Cruise Control, Blind Spot Monitoring, Apple CarPlay/Android Auto, 18 inch Alloy Wheels, and more!CERTIFIED PRE-OWNED!!!  You can rest assured this vehicle has gone through a painstakingly detailed 160-point inspection to make sure you are getting a quality automobile.  Included with the certification are a 7 year/100,000 mile Powertrain Warranty as well as a 12 month/12,000 mile Bumper to Bumper Warranty with a $0 Deductible on covered repairs.  You will also receive 24 hour emergency roadside assistance.Displayed sale price/internet price is only valid if the vehicle is financed through a Hiley Mazda of Huntsville preferred lender of the dealership choosing. Subject to credit approval. Pricing excludes taxes, title, fees, and accessories.This outstanding Certified Pre-Owned vehicle is located at our Hiley Mazda of Huntsville location at 6934 HWY 72 W, Huntsville, AL 35806. Call 256-881-1881 to schedule your test drive today!",2023-05-04T08:23:51.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
KUPH218134,Subaru Crosstrek Sport,2023,20000-29999,28484,"250 N Rte 303 West Nyack, NY 10994",N,N,N,JF2GTHSC1PH218134,Automatic,Automatic,2.5L H-4 gasoline direct injection  DOHC  variable valve control,2500.0,Gasoline,27–34 mpg,9540,mi.,suv,All-wheel Drive,Crystal Black Silica,Yes,None reported,,Yes,"Crystal Black Silica 2023 Subaru Crosstrek Sport 2.5L 4-Cylinder DOHC 16V Lineartronic CVT AWD ALL Pre Owned Inventory Comes w/ BG Pre-owned Vehicle Protection! Parts and Labor up to $2,000!, For The Next 6 Months or 6,000 Miles From Date of Purchase, 6 Speakers, Automatic temperature control, Blind|…|Spot Detection w/Rear Cross-Traffic Alert, Dual front impact airbags, Dual front side impact airbags, Emergency communication system: STARLINK Safety and Security (Subscription Required), Exterior Parking Camera Rear, Fully automatic headlights, Heated Front Bucket Seats, Illuminated entry, Map & Dome Lights LED Upgrade, Moonroof & BSD w/RCTA & 8.0'' Multimedia Plus Audio, Power Moonroof, Radio: Subaru STARLINK 8.0'' Multimedia Plus System, Security system, STARLINK/Apple CarPlay/Android Auto, Wheels: 17'' x 7.0J Alum Alloy Dark Gray Met Finish.It's The Hop Into SAVINGS SALES EVENT Going on NOW & ALL April Long!! On a New KIA or Quality Pre-Owned Vehicle! Call for details (888) 484-6188. 27/34 City/Highway MPGCome For The Price, Stay For The Service..Fill out a credit application, get APPROVED, and view our entire inventory by visiting our virtual showroom at www.KiaofWestNyack.com. This Huge, 5 acre, state of the art Kia Dealership is directly across from Exit 12 off I-87, just across the freeway from the Palisades Mall. Over 200 New & Pre-Owned cars available for Immediate Delivery. To take advantage of the pricing for this vehicle, the purchase must be consummated based on mutually agreed upon method of payment (cash or finance) and customer must present ad at arrival and take same day delivery. $0 down available. Prices are adjusted and modified frequently -weekly, daily, and sometimes hourly. Price adjustment is a function of website traffic, inquiries, and bidding on any one particular vehicle. For more information and up to date accuracy of pricing and terms of sale, please visit our website, www.KiaofWestNyack.com Excludes sales tax, registration fees, and finance and reconditioning charges (dealer fees may apply). Vehicles sold cosmetically as is, not responsible for typos. Customer Inquiries Only.",2023-05-04T08:22:30.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
4UT8313,Buick Encore GX Preferred,2023,20000-29999,24918,"7300 US HIGHWAY 98 WEST HATTIESBURG, MS 39402",N,N,N,KL4MMBS28PB055577,Automatic,Automatic,ECOTEC 1.2L I-3 gasoline direct injection  DOHC  variable valve,1200.0,Gasoline,29–31 mpg,438,mi.,suv,Front-wheel Drive,Moonstone Gray Metallic,Yes,None reported,,No,"Your safety is our Top Priority. We are constantly sanitizing our vehicles, offices, showroom, etc. Our delivery drivers will sanitize the vehicle before taking it to you. Drivers will wear a mask & gloves & will re-sanitize the vehicle before exiting. Any remaining paperwork will be carefully handl|…|ed & delivered to the customer for completion, all while maintaining a safe social distance of no less than 6 feet. If you require additional safeguards, please reach out to our team.Auto High-beam Headlights, Delay-off headlights, Front fog lights, Fully automatic headlights. Recent Arrival! CARFAX One-Owner. Clean CARFAX. Odometer is 2035 miles below market average! 29/31 City/Highway MPGCertified. Buick Certified Pre-Owned Details:   Transferable Warranty   24 months/24,000 miles (whichever comes first) CPO Scheduled Maintenance Plan and 3 days/150 miles (whichever comes first) Vehicle Exchange Program. 1 month of OnStar Safety & Security Plan, Navigation Services, Remote Access Plan, and 1 month or 3GB of 4G LTE data (whichever comes first).   172 Point Inspection   Powertrain Limited Warranty: 72 Month/100,000 Mile (whichever comes first) from original in-service date   Vehicle History   Roadside Assistance   Warranty Deductible: $0   Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase dateBEST PRICE! BEST SERVICE! COUNT ON IT! PINEBELT CHEVROLET 7300 US HWY 98W HATTIESBURG, MS 39402.",2023-05-04T08:21:57.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
