card_id,url,source_file_name,scrap_date,source_id,dl_loaded_date
T1084P,https://www.cars.com/vehicledetail/fd1c4ef4-28b8-41a5-a255-50f7cfd2b814/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-fd1c4ef4-28b8-41a5-a255-50f7cfd2b814-.json,2023-05-04T08:35:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
630642A,https://www.cars.com/vehicledetail/cab0af4f-5ac2-4be6-a243-37d0718ab618/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-cab0af4f-5ac2-4be6-a243-37d0718ab618-.json,2023-05-04T08:20:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU371577,https://www.cars.com/vehicledetail/ef499bd4-e560-4e69-b1c8-a5733bf58045/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-ef499bd4-e560-4e69-b1c8-a5733bf58045-.json,2023-05-04T08:28:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
M20866XL,https://www.cars.com/vehicledetail/db557d2c-00da-4e3e-bde5-a904e13398e4/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-db557d2c-00da-4e3e-bde5-a904e13398e4-.json,2023-05-04T08:21:26.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24821,https://www.cars.com/vehicledetail/0ec856fd-6812-48d5-acf9-b4f59c8a5973/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-0ec856fd-6812-48d5-acf9-b4f59c8a5973-.json,2023-05-04T08:22:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24096316,https://www.cars.com/vehicledetail/f43424f7-d9be-4459-a17c-9df2ef1313f6/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-f43424f7-d9be-4459-a17c-9df2ef1313f6-.json,2023-05-04T08:28:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24243690,https://www.cars.com/vehicledetail/31db13b4-dff2-4052-9aaa-ab3da26b4304/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-31db13b4-dff2-4052-9aaa-ab3da26b4304-.json,2023-05-04T08:44:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
K8158A,https://www.cars.com/vehicledetail/a3637213-4b72-442d-b749-bdc12d4074cb/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-a3637213-4b72-442d-b749-bdc12d4074cb-.json,2023-05-04T08:30:27.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HU12338,https://www.cars.com/vehicledetail/a2b02cf6-09c1-45d9-b1ef-f6decd86382e/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-a2b02cf6-09c1-45d9-b1ef-f6decd86382e-.json,2023-05-04T08:21:42.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
97413SL,https://www.cars.com/vehicledetail/5c6b3d15-1ef9-4772-a5e9-986f61926d47/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-5c6b3d15-1ef9-4772-a5e9-986f61926d47-.json,2023-05-04T08:34:43.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
23681XA,https://www.cars.com/vehicledetail/ab225e1f-7fe3-4f25-8c2f-73b470447f82/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-ab225e1f-7fe3-4f25-8c2f-73b470447f82-.json,2023-05-04T08:16:58.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
