card_id,url,source_file_name,scrap_date,source_id,dl_loaded_date
33217K,https://www.cars.com/vehicledetail/453bd5d5-361f-43d6-80ff-d948b5dba45e/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-453bd5d5-361f-43d6-80ff-d948b5dba45e-.json,2023-05-04T08:14:54.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CCR9981,https://www.cars.com/vehicledetail/57dd8e85-350a-451c-ae16-76695e2b1a8f/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-57dd8e85-350a-451c-ae16-76695e2b1a8f-.json,2023-05-04T08:55:00.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
L107618A,https://www.cars.com/vehicledetail/792f98f6-2c77-48ea-9f31-d4281e2eebfc/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-792f98f6-2c77-48ea-9f31-d4281e2eebfc-.json,2023-05-04T08:37:19.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
JU14076,https://www.cars.com/vehicledetail/b5c7af76-3fa2-4289-9e83-26251e5a0116/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-b5c7af76-3fa2-4289-9e83-26251e5a0116-.json,2023-05-04T08:19:10.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
K169180A,https://www.cars.com/vehicledetail/1651ffba-2f0d-42da-bc3a-c044cd169a6a/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-1651ffba-2f0d-42da-bc3a-c044cd169a6a-.json,2023-05-04T08:32:10.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PA282122S,https://www.cars.com/vehicledetail/5f750a81-5b10-4c80-b8e0-47f8f36700a3/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-5f750a81-5b10-4c80-b8e0-47f8f36700a3-.json,2023-05-04T08:57:38.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
21650,https://www.cars.com/vehicledetail/3993e427-25b9-40cd-af52-f63dde4336a5/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-3993e427-25b9-40cd-af52-f63dde4336a5-.json,2023-05-04T08:41:36.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
M10627A,https://www.cars.com/vehicledetail/5709e791-5fe4-4448-aacc-a07a55268d9a/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-5709e791-5fe4-4448-aacc-a07a55268d9a-.json,2023-05-04T08:23:51.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
KUPH218134,https://www.cars.com/vehicledetail/e5a91263-887d-45b9-8f30-bc8321ad1c57/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-e5a91263-887d-45b9-8f30-bc8321ad1c57-.json,2023-05-04T08:22:30.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
4UT8313,https://www.cars.com/vehicledetail/c185d3d7-bd14-4640-81d2-0e7acf005352/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-c185d3d7-bd14-4640-81d2-0e7acf005352-.json,2023-05-04T08:21:57.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
UH165P0856,https://www.cars.com/vehicledetail/c47d447b-0fb3-43e3-a2e4-827a8374c14b/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-c47d447b-0fb3-43e3-a2e4-827a8374c14b-.json,2023-05-04T08:29:53.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
SV9287Z,https://www.cars.com/vehicledetail/d714d8db-ac8f-4ed9-a1cb-72014484ef82/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-04-08-12-19/2023/price_20000-29999/https---www-cars-com-vehicledetail-d714d8db-ac8f-4ed9-a1cb-72014484ef82-.json,2023-05-04T08:28:41.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
