card_id,url,source_file_name,scrap_date,source_id,dl_loaded_date
230172A,https://www.cars.com/vehicledetail/ac6f6048-6b0b-49c3-b9b0-73ff7a6eab9f/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-01-08-00-22/2023/price_20000-29999/https---www-cars-com-vehicledetail-ac6f6048-6b0b-49c3-b9b0-73ff7a6eab9f-.json,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
P12444,https://www.cars.com/vehicledetail/d89cfbce-65f2-400a-b687-dc402f48f6f9/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-01-08-00-22/2023/price_20000-29999/https---www-cars-com-vehicledetail-d89cfbce-65f2-400a-b687-dc402f48f6f9-.json,2023-05-01T08:03:59.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
H8828A,https://www.cars.com/vehicledetail/9f12a467-2a8c-40c4-ab1b-19fa88e911b5/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-01-08-00-22/2023/price_20000-29999/https---www-cars-com-vehicledetail-9f12a467-2a8c-40c4-ab1b-19fa88e911b5-.json,2023-05-01T08:06:20.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
T230333A,https://www.cars.com/vehicledetail/ac92796a-e488-4246-b0d7-3ace9cafb83a/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-01-08-00-22/2023/price_20000-29999/https---www-cars-com-vehicledetail-ac92796a-e488-4246-b0d7-3ace9cafb83a-.json,2023-05-01T08:06:18.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
LK1079P,https://www.cars.com/vehicledetail/89c52783-ee70-4d06-a1c9-3a9dba9d2cb1/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-01-08-00-22/2023/price_20000-29999/https---www-cars-com-vehicledetail-89c52783-ee70-4d06-a1c9-3a9dba9d2cb1-.json,2023-05-01T08:06:17.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
C71669S,https://www.cars.com/vehicledetail/cca6720f-4e87-4bdd-85f7-57aea274ca41/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-01-08-00-22/2023/price_20000-29999/https---www-cars-com-vehicledetail-cca6720f-4e87-4bdd-85f7-57aea274ca41-.json,2023-05-01T08:03:38.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
1P9824A,https://www.cars.com/vehicledetail/ab571886-b63c-41d4-bb65-eab73607f1c0/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-01-08-00-22/2023/price_20000-29999/https---www-cars-com-vehicledetail-ab571886-b63c-41d4-bb65-eab73607f1c0-.json,2023-05-01T08:04:14.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
110046A,https://www.cars.com/vehicledetail/57b29f56-b105-4f0e-85a9-285731b96608/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-01-08-00-22/2023/price_20000-29999/https---www-cars-com-vehicledetail-57b29f56-b105-4f0e-85a9-285731b96608-.json,2023-05-01T08:04:16.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
RENH4949,https://www.cars.com/vehicledetail/079d27f7-d71b-462d-816a-ef2be30a6de0/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-01-08-00-22/2023/price_20000-29999/https---www-cars-com-vehicledetail-079d27f7-d71b-462d-816a-ef2be30a6de0-.json,2023-05-01T08:01:59.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
19361U,https://www.cars.com/vehicledetail/fa71a7ec-a5ec-420e-8ffa-0a80000e4463/,file:///C:/Users/timofeygavrilenko/PycharmProjects/car_ads_scrapper/archived_data/CARS_COM/JSON/2023-05-01-08-00-22/2023/price_20000-29999/https---www-cars-com-vehicledetail-fa71a7ec-a5ec-420e-8ffa-0a80000e4463-.json,2023-05-01T08:03:00.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
