card_id,category,item,scrap_date,source_id,dl_loaded_date
16340B,Entertainment,Apple CarPlay/Android Auto,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,Exterior,Alloy Wheels,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,Safety,Brake Assist,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,Safety,Stability Control,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,These features are associated with this vehicle type. Contact the seller to confirm this specific vehicle has them.,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,18 Aluminum Alloy Wheels,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,4-Wheel Disc Brakes,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,5.604 Axle Ratio,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,6 Speakers,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,ABS Brakes,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,AM/FM Radio,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,AM/FM Radio: Siriusxm,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Air Conditioning,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Alloy Wheels,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Auto High-Beam Headlights,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Automatic Temperature Control,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Black Splash Guards (Set Of 4),2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Brake Assist,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Bumpers: Body-Color,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Chrome Rear Bumper Protector,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Cloth Seat Trim,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Delay-Off Headlights,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Driver Door Bin,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Driver Vanity Mirror,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Dual Front Impact Airbags,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Dual Front Side Impact Airbags,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Electronic Stability Control,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Emergency Communication System: Nissanconnect Services,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Floor Mats W/1-Piece Cargo Area Protector,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Four Wheel Independent Suspension,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Front Anti-Roll Bar,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Front Bucket Seats,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Front Center Armrest,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
16340B,features,Front Dual Zone A/C,2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
