card_id,category,item,scrap_date,source_id,dl_loaded_date
230172A,Convenience,Adaptive Cruise Control,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,Convenience,Heated Seats,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,Convenience,Keyless Start,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,Convenience,Navigation System,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,Convenience,Remote Start,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,Entertainment,Bluetooth,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,Exterior,Alloy Wheels,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,Exterior,Sunroof/Moonroof,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,Safety,Backup Camera,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,Safety,Blind Spot Monitor,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,Safety,Brake Assist,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,Safety,Lane Departure Warning,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,Safety,Stability Control,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,Seating,Leather Seats,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,features,These features are associated with this vehicle type. Contact the seller to confirm this specific vehicle has them.,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,features,4-Wheel Disc Brakes,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,features,6 Speakers,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,features,A/C,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,features,ABS,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,features,AM/FM Radio: Siriusxm,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,features,AM/FM Stereo,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,features,Adjustable Steering Wheel,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,features,Aluminum Wheels,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,features,Automatic Headlights,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,features,Automatic Highbeams,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,features,Auxiliary Audio Input,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,features,Back-Up Camera,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,features,Black W/Red Stitching Combination Cloth & Leather Seating Surfaces,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
