card_id,category,item,scrap_date,source_id,dl_loaded_date
N63226A,Convenience,Adaptive Cruise Control,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,Convenience,Heated Seats,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,Convenience,Keyless Start,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,Convenience,Remote Start,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,Entertainment,Bluetooth,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,Exterior,Alloy Wheels,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,Safety,Blind Spot Monitor,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,Safety,Brake Assist,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,Safety,LED Headlights,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,Safety,Lane Departure Warning,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,Safety,Stability Control,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,These features are associated with this vehicle type. Contact the seller to confirm this specific vehicle has them.,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,4-Wheel Disc Brakes,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,A/C,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,ABS,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,AM/FM Stereo,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Adaptive Cruise Control,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Adjustable Steering Wheel,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Aerial View Display System,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Aluminum Wheels,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Automatic Headlights,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Automatic Highbeams,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Auxiliary Audio Input,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Blind Spot Monitor,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Bluetooth Connection,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Boulder Gray Pearl,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Brake Assist,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Bucket Seats,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Charcoal Cloth Seat Trim,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Charcoal Prima-Tex Appointed Seat Trim,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Climate Control,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Cloth Seats,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Cruise Control,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Daytime Running Lights,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Driver Air Bag,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Driver Illuminated Vanity Mirror,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Driver Vanity Mirror,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Fog Lamps,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Front Collision Mitigation,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Front Head Air Bag,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Front Side Air Bag,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Front Wheel Drive,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Heated Mirrors,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Immobilizer,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Integrated Turn Signal Mirrors,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Intermittent Wipers,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Keyless Entry,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Keyless Start,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,LED Headlights,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Lane Departure Warning,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Leather Steering Wheel,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N63226A,features,Mp3 Player,2023-05-04T08:16:45.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
