card_id,category,item,scrap_date,source_id,dl_loaded_date
H12284S,Entertainment,Apple CarPlay/Android Auto,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,Entertainment,Bluetooth,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,Exterior,Alloy Wheels,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,Safety,Backup Camera,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,Safety,Brake Assist,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,Safety,Stability Control,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,These features are associated with this vehicle type. Contact the seller to confirm this specific vehicle has them.,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,17 X 7.0j Alloy Wheels,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,4-Wheel Disc Brakes,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,5.715 Axle Ratio,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,6 Speakers,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,ABS Brakes,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,AM/FM Radio: Siriusxm,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,Air Conditioning,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,Alloy Wheels,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,Android/Apple Car Play,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,Apple Carplay & Android Auto,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,Bluetooth,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,Brake Assist,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,Bumpers: Body-Color,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,Cargo Net,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,Cargo Tray,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,Carpeted Floor Mats,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,Certified,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,Clean Carfax,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H12284S,features,Cloth Seat Trim,2023-05-04T08:45:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
