card_id,num,url,scrap_date,source_id,dl_loaded_date
33217K,0,https://platform.cstatic-images.com/xlarge/in/v2/85abf884-1e97-5e2e-987e-156b0c2ff84c/b282d1e4-44cb-4ff4-8714-e8e197013e9c/wTXyrVYMFfXhY7BiyGSdiEScDGo.jpg,2023-05-01T08:02:40.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
33217K,1,https://platform.cstatic-images.com/xlarge/in/v2/85abf884-1e97-5e2e-987e-156b0c2ff84c/b282d1e4-44cb-4ff4-8714-e8e197013e9c/LV-5a27U1OpHljjtxmjgHpzNF_c.jpg,2023-05-01T08:02:40.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
33217K,2,https://platform.cstatic-images.com/xlarge/in/v2/85abf884-1e97-5e2e-987e-156b0c2ff84c/b282d1e4-44cb-4ff4-8714-e8e197013e9c/-D1vedgA9bfghw-br79sKwUo9XI.jpg,2023-05-01T08:02:40.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
33217K,3,https://platform.cstatic-images.com/xlarge/in/v2/85abf884-1e97-5e2e-987e-156b0c2ff84c/b282d1e4-44cb-4ff4-8714-e8e197013e9c/Yrr4KFSizzWiMpGxD-fryy4dSwQ.jpg,2023-05-01T08:02:40.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
33217K,4,https://platform.cstatic-images.com/xlarge/in/v2/85abf884-1e97-5e2e-987e-156b0c2ff84c/b282d1e4-44cb-4ff4-8714-e8e197013e9c/26e5jrjLHUO3jv-gUEyA6eTMkLw.jpg,2023-05-01T08:02:40.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
33217K,5,https://platform.cstatic-images.com/xlarge/in/v2/85abf884-1e97-5e2e-987e-156b0c2ff84c/b282d1e4-44cb-4ff4-8714-e8e197013e9c/L6g_ztwTwYALQggPB0xsik1AuKo.jpg,2023-05-01T08:02:40.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
33217K,6,https://platform.cstatic-images.com/xlarge/in/v2/85abf884-1e97-5e2e-987e-156b0c2ff84c/b282d1e4-44cb-4ff4-8714-e8e197013e9c/adCq1oM8hQOw-d-aF3I12U7aVrU.jpg,2023-05-01T08:02:40.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
33217K,7,https://platform.cstatic-images.com/xlarge/in/v2/85abf884-1e97-5e2e-987e-156b0c2ff84c/b282d1e4-44cb-4ff4-8714-e8e197013e9c/uUu_r9nrQjItHHzPWpRWxhYOaxY.jpg,2023-05-01T08:02:40.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
33217K,8,https://platform.cstatic-images.com/xlarge/in/v2/85abf884-1e97-5e2e-987e-156b0c2ff84c/b282d1e4-44cb-4ff4-8714-e8e197013e9c/_9SsxBRtPhsOZoSiPAvuQ9F8GSM.jpg,2023-05-01T08:02:40.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
33217K,9,https://platform.cstatic-images.com/xlarge/in/v2/85abf884-1e97-5e2e-987e-156b0c2ff84c/b282d1e4-44cb-4ff4-8714-e8e197013e9c/NcAqa6OWVLzuniN8Jyr5ziMlCiQ.jpg,2023-05-01T08:02:40.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
33217K,10,https://platform.cstatic-images.com/xlarge/in/v2/85abf884-1e97-5e2e-987e-156b0c2ff84c/b282d1e4-44cb-4ff4-8714-e8e197013e9c/KtLjKlXQTI63ySfP0L3fCDsQbzg.jpg,2023-05-01T08:02:40.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
33217K,11,https://platform.cstatic-images.com/xlarge/in/v2/85abf884-1e97-5e2e-987e-156b0c2ff84c/b282d1e4-44cb-4ff4-8714-e8e197013e9c/Gt6383q4xx3RQTgzsQvHhB5prv4.jpg,2023-05-01T08:02:40.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
33217K,12,https://platform.cstatic-images.com/xlarge/in/v2/85abf884-1e97-5e2e-987e-156b0c2ff84c/b282d1e4-44cb-4ff4-8714-e8e197013e9c/tLktfhYGkwd5ogyOaY3_TZDGs2k.jpg,2023-05-01T08:02:40.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
33217K,13,https://platform.cstatic-images.com/xlarge/in/v2/85abf884-1e97-5e2e-987e-156b0c2ff84c/b282d1e4-44cb-4ff4-8714-e8e197013e9c/H1VHS-WuG1MfGWrdi_X5ad1ZQxc.jpg,2023-05-01T08:02:40.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
33217K,14,https://platform.cstatic-images.com/xlarge/in/v2/85abf884-1e97-5e2e-987e-156b0c2ff84c/b282d1e4-44cb-4ff4-8714-e8e197013e9c/eqnkwehUdITFa3xTnhyDptMDPE8.jpg,2023-05-01T08:02:40.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
33217K,15,https://platform.cstatic-images.com/xlarge/in/v2/85abf884-1e97-5e2e-987e-156b0c2ff84c/b282d1e4-44cb-4ff4-8714-e8e197013e9c/cJvaQKehu6fG9iURPS6AhJPxk1w.jpg,2023-05-01T08:02:40.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
