card_id,num,url,scrap_date,source_id,dl_loaded_date
230172A,0,https://platform.cstatic-images.com/xlarge/in/v2/58fdeca5-f841-5137-b372-35249e5cd4fc/07f8c0ac-2a4f-44c6-961a-e20a065bc309/U1ReyU-3ZUgIaQj1c6bPqOLShMU.jpg,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,1,https://platform.cstatic-images.com/xlarge/in/v2/58fdeca5-f841-5137-b372-35249e5cd4fc/07f8c0ac-2a4f-44c6-961a-e20a065bc309/J2EcM8DtRgmDb2vzeNsko6e64W0.jpg,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,2,https://platform.cstatic-images.com/xlarge/in/v2/58fdeca5-f841-5137-b372-35249e5cd4fc/07f8c0ac-2a4f-44c6-961a-e20a065bc309/3tOlnQybGiv0RaZ2APJ2Ds2fpyg.jpg,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,3,https://platform.cstatic-images.com/xlarge/in/v2/58fdeca5-f841-5137-b372-35249e5cd4fc/07f8c0ac-2a4f-44c6-961a-e20a065bc309/ZODuVvzMbIEPnRUc-XjsYLzQCns.jpg,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,4,https://platform.cstatic-images.com/xlarge/in/v2/58fdeca5-f841-5137-b372-35249e5cd4fc/07f8c0ac-2a4f-44c6-961a-e20a065bc309/RvJu8hjODG6jt_BwibfQMjuY7BE.jpg,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,5,https://platform.cstatic-images.com/xlarge/in/v2/58fdeca5-f841-5137-b372-35249e5cd4fc/07f8c0ac-2a4f-44c6-961a-e20a065bc309/H7khOP_kFn5RK3PzSTvpiPm_jxI.jpg,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,6,https://platform.cstatic-images.com/xlarge/in/v2/58fdeca5-f841-5137-b372-35249e5cd4fc/07f8c0ac-2a4f-44c6-961a-e20a065bc309/Anl3hi6IztoLAeTbY4-M2twkczM.jpg,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,7,https://platform.cstatic-images.com/xlarge/in/v2/58fdeca5-f841-5137-b372-35249e5cd4fc/07f8c0ac-2a4f-44c6-961a-e20a065bc309/L6RuTCp6SP2CLu6AaE3Igq2uv1A.jpg,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,8,https://platform.cstatic-images.com/xlarge/in/v2/58fdeca5-f841-5137-b372-35249e5cd4fc/07f8c0ac-2a4f-44c6-961a-e20a065bc309/sSWB35aDqaoYVZd-EvNSkZgs23I.jpg,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230172A,9,https://platform.cstatic-images.com/xlarge/in/v2/58fdeca5-f841-5137-b372-35249e5cd4fc/07f8c0ac-2a4f-44c6-961a-e20a065bc309/Jp2kE8qUsyCXUZhDO4FAXFBpI3k.jpg,2023-05-01T08:06:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
