card_id,num,url,scrap_date,source_id,dl_loaded_date
24714A,0,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/KzlmcKFyHMlWdVkLtTLpXRMlVi0.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,1,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/URI0sPjLGm-rIz6gOxZwtTrBIC8.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,2,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/y_7WzE_EsIHyH04PTGJ0jf3WgPQ.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,3,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/X_Vjd6N1FaQxx9ven413PboHtpY.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,4,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/CrW4T_lE0LkLy9HwVBSrxIF-uOA.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,5,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/4j7fkk6Az9OEVyePhhHYWMaZAjc.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,6,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/PUpNx1IcDZ15AVCJDn98uLrEMaw.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,7,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/ELV-1MnF2OtGhbPU7Nhrr0_qqYc.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,8,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/ahgqkY2awsIlL_b5_YpHOXAjnqg.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,9,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/CEisCWMaikDxR4ZCEpauULSwfe8.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,10,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/0qLNFPPyIXmxwtOCUQhgTAosRmY.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,11,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/qL3aQb9LB3VnyU7clH5dgyPyWog.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,12,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/O5mMudDc1gTgeyKJP69ujuF27QM.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,13,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/W5b0gQQ8bBaW6bVDH_jmVuClBx4.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,14,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/oZ_3VfvAnP_BmW6B8hJzcEslM6k.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,15,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/qRYhG8jwiwO0-GfhnPOWyeljY1c.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,16,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/3Fa2vXpI0zrsxEqcVAokGCSIm3k.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,17,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/AsHUssWeNXvkj9XSo0GQFjzH-nc.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,18,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/DQ3NwtELFH5A2I6rQRSlq7B9DoY.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,19,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/HxaoqJZKTRHUQSvqZtpy2A42Xl0.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,20,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/6ZGfu1x5d0C6AEv_NFj0cK0zEXw.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
24714A,21,https://platform.cstatic-images.com/xlarge/in/v2/869a19f1-5d8d-5bc0-815e-323fcdbcb402/518fe942-3a09-4007-b97b-37a52550fe93/ZQHrqkX0uR66IfhvRrhbzzZMfIc.jpg,2023-05-04T08:18:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
