card_id,title,price_primary,price_history,location,labels,description,vehicle_history,comment,scrap_date,source_id,dl_loaded_date
33217K,2023 Buick Encore GX Select,"$25,000","3/17/23: $28,500 | 3/25/23: $26,000 | 4/28/23: $25,000","11290 Mandal Parkway D'lberville, MS 39540",Fair Deal|Home Delivery|Virtual Appointments|VIN: KL4MMDSL1PB005673,"2023, Automatic, ECOTEC 1.3L I-3 gasoline direct injection  DOHC  variable valve, Gasoline (29–32 mpg), 7 745 mi. | suv, Front-wheel Drive, Moonstone Gray Metallic",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"Mandal Buick GMC is pleased to present to you this handsome 2023 Buick Encore GX Select in Moonstone Gray Metallic. This SUV comes equipped with a. 29/32 City/Highway MPGPRICE INCLUDES $1,000.00 DISCOUNT FOR FINANCING WITH GM FINANCIAL!!!Hello, this is Bo Mandal, Owner of Mandal Buick GMC, personall|…|y inviting you to our Brand-New State of the Art Facility at the I-10 / 110 Interchange off of exit 46A on Mandal Pkwy in D'lberville' Getting your next vehicle should be as Fun and Easy a process as that First Time you Drive it Home! That's why I created The Mandal Way: Everything we do revolves around creating the Very Best Customer Experience for You Both During the Sales Process and Throughout the Entire Time you Own Your vehicle! Here is just some of what you can expect from the Mandal Way: Transparent Sales Process that's FAST and EFFICIENT!! Friendly and Helpful Sales Staff that Won't Pressure You! The Best Team of Finance Managers in MS! They are Great with People and EVEN Better with Numbers! Is Credit A Challenge? Give Us a Try and Let Us Do the Rest! Customer Lounge with Free Wi-Fi & Refreshments! Free Car Washes for Life! Auto Butler Polishing System! Separate Quick Lube Service Lane to Ensure Our Customers Aren't Waiting Weeks for a Service Appointment! Cutting Edge Drive-in Hunter Automotive Quick Check Diagnostic System - Gives your vehicle a real time diagnosis before you even exit the car! No Hassle Sell or Trade Any Car - We Need Pre-Owned Inventory and Pay Top Dollar! So Please Put Me to the Test and Experience The Mandal Way for Yourself Today! Learn more at www.mandalbuickgmc.com and Mandal Buick GMC on Facebook!",2023-05-01T08:02:40.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
WS0099,2023 Subaru Crosstrek Premium,"$29,210","4/10/23: $30,855 | 4/19/23: $29,210","4231 Lincoln Way East Massillon, OH 44646",Good Deal|CPO Warrantied|Home Delivery|Virtual Appointments|VIN: JF2GTAEC9PH271750|Included warranty,"2023, Automatic, 2L H-4 gasoline direct injection  DOHC  variable valve control , Gasoline (28–33 mpg), 833 mi. | suv, All-wheel Drive, Crystal Black Silica",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: No,"Extra Clean, Subaru Certified, ONLY 833 Miles! REDUCED FROM $30,855!, EPA 33 MPG Hwy/28 MPG City! Heated Seats, Sunroof, iPod/MP3 Input, Satellite Radio, All Wheel Drive, Back-Up Camera, MOONROOF & BSD W/RCTA & POWER DRIVER.. ======KEY FEATURES INCLUDE: All Wheel Drive, Heated Driver Seat, Back-Up C|…|amera, Satellite Radio, iPod/MP3 Input. Subaru Premium with Crystal Black Silica exterior and Black w/Orange Stitching interior features a 4 Cylinder Engine with 152 HP at 6000 RPM. ======OPTION PACKAGES: MOONROOF & BSD W/RCTA & POWER DRIVER SEAT liquid filled rubber engine mounts, digital fuel gauge w/fuel door position indicator, digital/digital dual-mode trip odometer, digital speedometer, door ajar indicator, eco gauge (fuel economy), engine oil level warning indicator, current and average fuel economy A and B and distance to empty, journey travel time and distance, paddle shift ratio position indicator, road surface freeze warning indicator, welcome/good-bye message, windshield washer fluid low warning indicator, X-MODE operation indicator/control switch, advanced adaptive cruise control (control system operation, ready/off/on/set/lane centering indicator) following distance setting, eyesight camera malfunction warning, follow distance setting indicator, hold indicator, lead vehicle, AUTO-DIMMING MIRROR W/COMPASS & HOMELINK, AERO CROSSBAR SET. ======PRICED TO MOVE: Was $30,855. ======SHOP WITH CONFIDENCE: AutoCheck One Owner Vehicles must pass a 152-point inspection, Additional coverages available, 24/7 Roadside Assistance is included, 3-Month trial to SiriusXM satellite radio programming included, Free CarFax Vehicle History Report available, 7-year/100,000-mile Powertrain coverage with $0 deductible  Horsepower calculations based on trim engine configuration. Fuel economy calculations based on original manufacturer data for trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",2023-05-01T08:05:41.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
K058436A,2023 Hyundai Sonata Hybrid Base,"$27,987","3/28/23: $29,674 | 4/12/23: $28,987 | 4/29/23: $27,987","722 Long Rd Crossing Dr Chesterfield, MO 63005",Good Deal|Home Delivery|Virtual Appointments|VIN: KMHL24JJ6PA054327,"2023, Automatic, Smartstream 2L I-4 gasoline direct injection  DOHC  D-CVVT varia, Gasoline (50–54 mpg), 12 885 mi. | sedan, Front-wheel Drive, Serenity White",Accidents or damage: None reported | Clean title: Yes | 1-owner vehicle: Yes | Personal use only: Yes,"Clean CARFAX. CARFAX One-Owner. 2023 Hyundai Sonata Hybrid Blue Blue Serenity White|Jim Butler KIA provides the highest quality new KIA vehicles and used luxury vehicles at the best prices in St. Louis, Missouri...Largest Selection available...Lowest Price on any new KIA, guaranteed...Exc|…|lusive Trade Value evaluation that provides the Highest Value for your Trade in...Exclusive and the largest selection of flexible finance and lease options....Title expertise that helps with all title issues for trades or new purchases as well as bank or credit union pay offs...Dynamic team and technology to help you find the right vehicle, right price or payment at the right time.Online Inventory is only a partial listing of what we have available. Feel free to call for details 636.256.9600 Price does not include tax, title, license, or administration fees. While we make every attempt to ensure pricing accuracy, Dealer is not responsible for computer or human error and reserves the right to change prices if such error occurs. Here at Jim Butler Kia we are happy to present the all new Jim Butler LIMITED LIFETIME POWERTRAIN COVERAGE The eligible cars are select makes that are 2016 and newer that have under 100k miles at the time of purchase. You are covered by this warranty for as long as you own the car. There is a $250.00 deductible due at the time of service. Please see dealer for all details.",2023-05-01T08:03:02.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
23188A,2023 Chevrolet Malibu FWD RS,"$26,962","","1634 Porter Wagoner Boulevard West Plains, MO 65775",Fair Deal|Home Delivery|Virtual Appointments|VIN: 1G1ZG5ST0PF137690,"2023, Automatic, ECOTEC 1.5L I-4 gasoline direct injection  DOHC  VVT variable va, Gasoline (27–36 mpg), 2 759 mi. | sedan, Front-wheel Drive, Radiant Red Tintcoat",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"Remote Start, Bluetooth, Rear Camera, My Link Radio, Low Miles, One Owner, Local Trade, No Accident, Malibu RS, GM Certified, 4D Sedan, 1.5L DOHC, CVT, FWD, Radiant Red Tintcoat, Jet Black Cloth, 18 Aluminum Wheels, 4-Wheel Disc Brakes, 6 Speakers, 6-Speaker Audio System Feature, 6-Way Manual Front|…|Passenger Seat Adjuster, 8-Way Power Driver Seat Adjuster, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio, Auto High-beam Headlights, Brake assist, Bumpers: body-color, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: OnStar and Chevrolet connected services capable, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest w/Storage, Front License Plate Bracket, Front reading lights, Fully automatic headlights, Illuminated entry, Knee airbag, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power Driver Lumbar Control Seat Adjuster, Power driver seat, Power steering, Power windows, Preferred Equipment Group 1SP, Premium audio system: Chevrolet Infotainment 3 Plus, Premium Cloth Seat Trim, Radio: Chevrolet Infotainment 3 System, Rear anti-roll bar, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Remote keyless entry, Remote Vehicle Starter System, Remote Vehicle Starter System (DISC), Security system, Speed control, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, Wireless Apple CarPlay/Android Auto, Wireless Apple CarPlay/Wireless Android Auto, Malibu RS, 4D Sedan, 1.5L DOHC, CVT, FWD, Radiant Red Tintcoat, Jet Black Cloth. Certified. Radiant Red Tintcoat 2023 Chevrolet Malibu RS 1.5L DOHC CVT FWD 4D Sedan|Odometer is 640 miles below market average! 27/35 City/Highway MPG|GM Details:|Roadside Assistance|Vehicle History|Warranty Deductible: $0|Powertrain Limited Warranty: 72 Month/100,000 Mile (whichever comes first) from original in-service date|Transferable Warranty|172 Point Inspection|Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date|24 months/24,000 miles (whichever comes first) CPO Scheduled Maintenance Plan and 3 days/150 miles (whichever comes first) Vehicle Exchange Program. SiriusXM 3-month trial subscription.|View our entire inventory at https://www.taylorgrubaughchevy.com/ and be sure to call 417-256-4176 to schedule your test drive.",2023-05-01T08:05:45.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
15109113,2023 Kia Sportage S,"$26,995","","27 Lake Ave Oak Bluffs, MA 02557",Good Deal|Home Delivery|Virtual Appointments|VIN: KNDPU3AF4P7077821,"2023, Automatic, 2.5L I-4 port/direct injection  DOHC  CVVT variable valve contro, Gasoline (25–32 mpg), 4 948 mi. | suv, Front-wheel Drive, Snow White Pearl",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: No,"Budget Car sales on Martha's Vineyard, bringing wholesale prices to your driveway! Please call to make an appointment at 508-627-4900. Off island pickup and delivery available! 2023 Kia Sportage LX FWD 2.5L 4 Cylinder with 8 Speed Auto Wireless Apple CarPlay/Android Auto, Bluetooth, Backup Camera, L|…|ane Keep Assist, Parking sensors, Hill descent control, Automatic Headlights, Drive mode select and more!",2023-05-01T08:05:21.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
U3342,2023 Nissan Leaf SV PLUS 60 kWh,"$29,900","","1775 Catawba Valley Boulevard Southeast Hickory, NC 28602",Home Delivery|Virtual Appointments|VIN: 1N4CZ1CV6PC553654,"2023, Automatic, Electric ZEV 214hp, Electric, 176 mi. | hatchback, Front-wheel Drive, Brilliant Silver Metallic",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"CARFAX One-Owner. Brilliant Silver Metallic 2023 Nissan Leaf SV Plus FWD Single Speed Reducer Electric ZEV 214hp 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Auto High-beam Headlights, Auto-dimming Rear-View mirror, Automatic temperature control|…|, Brake assist, Bumpers: body-color, Cloth Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: NissanConnect Services, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front fog lights, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Garage door transmitter: HomeLink, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Heated steering wheel, Illuminated entry, Knee airbag, Low tire pressure warning, Navigation system: NissanConnect EV w/Navigation & Services, NissanConnect featuring Apple CarPlay and Android Auto, NissanConnect Services Powered by SiriusXM, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Radio data system, Radio: NissanConnect EV w/Navigation/SiriusXM, Rear anti-roll bar, Rear Parking Sensors, Rear side impact airbag, Rear window defroster, Rear window wiper, Remote keyless entry, Security system, Siri Eyes Free, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, Wheels: 17'' Machined Finish Aluminum Alloy.Recent Arrival! Odometer is 3589 miles below market average! 121/98 City/Highway MPG",2023-05-01T08:05:48.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
149164,2023 Hyundai Kona SEL,"$26,998","3/29/23: $27,998 | 4/11/23: $27,498 | 4/25/23: $26,998","2860 Rt 764 Duncansville, PA 16635","Great Deal | $1,965 under|VIN: KM8K6CAB0PU965674","2023, Automatic, Nu 2L I-4 DOHC  D-CVVT variable valve control  engine with 147HP, Gasoline (28–33 mpg), 2 679 mi. | suv, All-wheel Drive, Ultra Black",Accidents or damage: None reported | Clean title: Yes | 1-owner vehicle: Yes | Personal use only: No,"ALL WHEEL DRIVE, BLIND SPOT ALERT, LANE DEPART, COLLISION ALERT, AUTOMATIC, POWER SEAT, 8' TOUCHSCREEN WITH BLUETOOTH AND CARPLAY, BACKUP CAMERA, 17' ALLOY WHEELS",2023-05-01T08:02:25.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
188566A,2023 Chevrolet Malibu FWD 1LT,"$29,800","4/15/23: $29,988 | 4/23/23: $29,800","9325 South Blvd Charlotte, NC 28273",Good Deal | $146 under|Home Delivery|Virtual Appointments|VIN: 1G1ZD5ST1PF155253,"2023, Automatic, ECOTEC 1.5L I-4 gasoline direct injection  DOHC  VVT variable va, Gasoline (27–36 mpg), 554 mi. | sedan, Front-wheel Drive, Riverside Blue Metallic",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"CARFAX One-Owner. Clean CARFAX.2023 Chevrolet Malibu LT 1LT 1LT 1.5L DOHC Riverside Blue Metallic FWDCVT Jet Black Cloth, 17 Aluminum Wheels, 4-Wheel Disc Brakes, 6 Speakers, 6-Speaker Audio System Feature, 6-Way Manual Front Passenger Seat Adjuster, 8-Way Power Driver Seat Adjuster, ABS brakes, Air|…|Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: OnStar and Chevrolet connected services capable, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest w/Storage, Front dual zone A/C, Front reading lights, Fully automatic headlights, Heated door mirrors, Heated Driver & Front Passenger Seats, Heated front seats, Illuminated entry, Knee airbag, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power Driver Lumbar Control Seat Adjuster, Power driver seat, Power steering, Power windows, Preferred Equipment Group 1LT, Premium audio system: Chevrolet Infotainment 3 Plus, Premium Cloth Seat Trim, Radio data system, Radio: Chevrolet Infotainment 3 System, Rear anti-roll bar, Rear reading lights, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Remote keyless entry, Security system, SiriusXM Radio, Speed control, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, Wireless Apple CarPlay/Android Auto, Wireless Apple CarPlay/Wireless Android Auto, Jet Black Cloth.Odometer is 2104 miles below market average! 27/35 City/Highway MPG",2023-05-01T08:02:29.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
PA1940,2023 Hyundai Elantra SEL,"$23,985","","1935 N 2nd St Millville, NJ 08332",Good Deal|CPO Warrantied|Home Delivery|Virtual Appointments|VIN: KMHLM4AGXPU458454|Included warranty,"2023, Automatic, Nu 2L I-4 DOHC  D-CVVT variable valve control  engine with 147HP, Gasoline (30–40 mpg), 2 643 mi. | sedan, Front-wheel Drive, Phantom Black",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"Must print and present Vehicle Pricing page as a coupon.|Advertised prices reflect dealer discounts. Action Hyundai has been family owned and operated for|…|2 generations. Our family is here to help you and your family with all of your automotive needs|Drive home in your new pre-owned vehicle with the knowledge you're fully backed by the CARFAX Buyback Guarantee. The Hyundai Elantra SEL is economically and environmentally smart. Hyundai clearly delivers on its promise to provide a fuel-efficient vehicle that has the great qualities you need in a vehicle.|The look is unmistakably Hyundai, the smooth contours and cutting-edge technology of this Hyundai Elantra SEL will definitely turn heads. Based on the superb condition of this vehicle, along with the options and color, this Hyundai Elantra SEL is sure to sell fast.|All of our Pre-Owned vehicles are hand selected and put through a 150 point inspection (154 point inspection for Hybrid vehicles). Our Manufacturer trained technicians perform the following: Inspect, Replenish or Replace the following items : Engine oil, Engine oil filter, Engine operation, Power steering system/fluid, Steering/Suspension components, Brake linings, Brake fluid/master cylinder, Transmission fluid, Transmission operation, Air conditioning system, Condenser, Dryer and related components, Heater, Radiator, Engine coolant, Full operation of all Interior components. A complete full detailing of entire vehicle, which includes the interior and exterior.|Not every customer will qualify for all rebates and/or discounts.|Some Pre-owned vehicles are prior rental vehicles. Please confirm with dealer as to prior usage. Visit dealer for most current information. ..price(s) include(s) all costs to be paid by a consumer, except for licensing costs, registration fees, and taxes.",2023-05-01T08:03:13.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
23A0593,2023 Kia Forte GT-Line,"$25,590","","310 S Washington St Chillicothe, MO 64601","Great Deal | $1,399 under|Home Delivery|VIN: 3KPF54AD3PE585081","2023, Automatic CVT, 2.0L I4 16V MPFI DOHC, Gasoline, 2 569 mi. | sedan, Front-wheel Drive, Blue",Accidents or damage: None reported | Clean title: Yes | 1-owner vehicle: Yes | Personal use only: Yes,"For the most accurate prices and vehicle information go to www.wowwoodys.com The Forte GT-Line comes with sleekly designed front bumper, grille, and headlights, and adds a host of available advanced technology and convenience features! This 2023 Kia Forte GT-Line comes equipped with the 2.0L I4 engi|…|ne. Most popular options include the GT Line Premium Package which includes Navigation, Power Sunroof, Wireless Charging, 10.25 Touch Screen Media Center, & much more to love!Finance price includes a $1,000 rebate from our lenders. A $399.00 admin fee will be added.Want a custom video? Just text your name and the stock# to 660-247-5319. This vehicle's stock# is 23A0593-449.These Packages Will Make Your Kia Forte GT-Line The Envy of Your Friends Window Grid Antenna, Wheels: 17 Alloy, Variable Intermittent Wipers, Trunk Rear Cargo Access, Trip Computer, Transmission: Intelligent Variable -inc: Sportmatic and drive mode select w/visual display (normal, sport, comfort), Torsion Beam Rear Suspension w/Coil Springs, Tilt/Telescoping Steering Column, Style Leather/Metal-Look Steering Wheel, Strut Front Suspension w/Coil Springs, Smart Device Remote Engine Start, Single Stainless Steel Exhaust w/Chrome Tailpipe Finisher, Side Impact Beams, Remote Releases -Inc: Mechanical Cargo Access and Mechanical Fuel, Radio w/Seek-Scan, Clock, Speed Compensated Volume Control, Aux Audio Input Jack and Radio Data System, Power Rear Windows, Power Door Locks w/Autolock Feature, Power 1st Row Windows w/Driver 1-Touch Up/Down, Perimeter/Approach Lights, Perimeter Alarm.Why Choose Woody's? One Low Price & No Hassles on over 1,000 Cars, Trucks, SUVs & RV's. Plus, FREE Smart Certified Warranties on Most Chrysler, Dodge, Jeep, Ram Products. With the largest, most diverse inventory in Middle America, you can view all makes in one location! Wow!~ Check out our website to see 50+ more pictures, custom videos walkarounds/virtual test drives of each vehicle, free history reports and much more!~ Our",2023-05-01T08:06:24.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
