card_id,title,price_primary,price_history,location,labels,description,vehicle_history,comment,scrap_date,source_id,dl_loaded_date
16340B,2023 Nissan Rogue SV,"$28,553","3/21/23: $30,995 | 4/06/23: $30,299 | 4/14/23: $30,199 | 4/26/23: $28,791 | 4/28/23: $28,553","10980 Atlantic Blvd Jacksonville, FL 32225",Good Deal|VIN: 5N1BT3BA4PC754241,"2023, Automatic CVT, 1.5L I3 12V GDI DOHC Turbo, Gasoline, 3 085 mi. | suv, Front-wheel Drive, Gun Metallic",Accidents or damage: None reported | Clean title: Yes | 1-owner vehicle: Yes | Personal use only: Yes,"WE DELIVER TO YOUR HOME OR OFFICE !!!!! Gun Metallic 2023 Nissan Rogue SV FWD CVT with Xtronic 1.5L I3 Turbocharged DOHC 12V LEV3-ULEV50 201hp Odometer is 1156 miles below market average! 30/37 City/Highway MPG 18 Aluminum Alloy Wheels, 4-Wheel Disc Brakes, 5.604 Axle Ratio, 6 Speakers, ABS brakes,|…|Air Conditioning, Alloy wheels, AM/FM Radio, AM/FM radio: SiriusXM, Auto High-beam Headlights, Automatic temperature control, Black Splash Guards (Set of 4), Brake assist, Bumpers: body-color, Chrome Rear Bumper Protector, Cloth Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: NissanConnect Services, Floor Mats w/1-Piece Cargo Area Protector, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Fully automatic headlights, Heated door mirrors, Illuminated entry, Knee airbag, Low tire pressure warning, NissanConnect featuring Apple CarPlay and Android Auto, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Radio data system, Rear anti-roll bar, Rear Parking Sensors, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Rear window wiper, Remote keyless entry, Speed control, Speed-Sensitive Wipers, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, and Variably intermittent wipers.",2023-05-01T08:04:31.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
E540784,2023 Kia Rio S,"$18,974","3/18/23: $20,931 | 3/27/23: $20,702 | 4/07/23: $20,602 | 4/17/23: $18,974","4140 E 96th St Indianapolis, IN 46240",Good Deal | $202 under|Home Delivery|Virtual Appointments|VIN: 3KPA24AD6PE540784,"2023, Automatic CVT, 1.6L I4 16V MPFI DOHC, Gasoline, 6 218 mi. | sedan, Front-wheel Drive, Aurora Black",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,CARFAX One-Owner. Clean CARFAX. Priced below KBB Fair Purchase Price! Aurora Black 2023 Kia Rio S FWD CVT 1.6L 4-Cylinder32/41 City/Highway MPG -,2023-05-01T08:00:36.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
N21097,2023 Nissan Altima 2.5 SR,"$28,995","","4257 W. North Ave. Chicago, IL 60639",Fair Deal|VIN: 1N4BL4CWXPN301921,"2023, Automatic CVT, 2.5L I4 16V GDI DOHC, Gasoline, 3 201 mi. | sedan, All-wheel Drive, Black",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: No,"The sporty benefits of our 2023 Nissan Altima SR AWD Sedan start with its stylish Super Black design! Motivated by a 2.5 Liter 4 Cylinder that offers 182hp matched to a paddle-shifted Xtronic CVT for energetic efficiency. You can enjoy this All Wheel Drive for its performance-tuned handling and abil|…|ity to achieve nearly 36mpg on the highway. Our Altima's striking exterior design stands out with a dramatic dark chrome V-Motion grille, LED lighting, dual-chrome exhaust finishers, an aero-style rear diffuser, and machine-finished alloy wheels. Impressively versatile and equally comfortable, our SV cabin inspires enthusiastic driving with supportive sport-cloth seats, eight-way power for the driver, a leather-wrapped steering wheel, air conditioning, keyless access/ignition, and remote start. Top tech features on board our Altima include a 7-inch driver display, an 8-inch touchscreen, Android Auto, Apple CarPlay, Bluetooth, and a six-speaker sound system. Nissan's intelligent driver-assistance systems help safeguard your travels with a rearview camera, front/rear automatic braking, forward-collision warning, a blind-spot monitor, lane-keeping assistance, rear cross-traffic alert, hill-start assistance, a rear-seat reminder, and other intelligent features. It's time to level up, so start driving our Altima SR today! Save this Page and Call for Availability. We Know You Will Enjoy Your Test Drive Towards Ownership!.",2023-05-01T08:04:09.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
W8180,2023 Hyundai Elantra SEL,"$22,282","2/19/23: $25,047 | 3/01/23: $24,797 | 3/11/23: $24,550 | 3/21/23: $24,305 | 3/28/23: $24,016 | 3/31/23: $23,776 | 4/10/23: $23,539 | 4/15/23: $23,239 | 4/20/23: $23,007 | 4/25/23: $22,507 | 4/30/23: $22,282","1200 E Chicago St Elgin, IL 60120",VIN: KMHLM4AG1PU376452,"2023, Automatic CVT, 2.0L I4 16V MPFI DOHC, Gasoline, 123 mi. | sedan, Front-wheel Drive, Ceramic White",Accidents or damage: None reported | 1-owner vehicle: No | Personal use only: No,"Only 122 Miles! Scores 40 Highway MPG and 30 City MPG! Dealer Certified Pre-Owned. This Hyundai Elantra boasts a Regular Unleaded I-4 2.0 L/122 engine powering this Variable transmission. BLACK, CLOTH SEAT TRIM, Window Grid And Roof Mount Antenna, Wheels: 16 x 6.5J Alloy.This Hyundai Elantra Comes|…|Equipped with These Options Variable Intermittent Wipers, Urethane Gear Shifter Material, Trunk Rear Cargo Access, Trip computer, Transmission: Intelligent Variable (IVT) -inc: drive mode select (normal, sport, smart), Torsion Beam Rear Suspension w/Coil Springs, Tires: 205/55R16, Tire Pressure Monitoring System Tire Specific Low Tire Pressure Warning, Systems Monitor, Strut Front Suspension w/Coil Springs. Stop By Today Test drive this must-see, must-drive, must-own beauty today at Elgin Hyundai, 1200 E Chicago St, Elgin, IL 60120.Buy your next certified car at Elgin Hyundai!!! One of the nations top 20 Hyundai Certified Dealers!!!!! Americas Best CPO Warranty: Comprehensive Warranty Coverage Hyundai Motor America offers the remainder of the 5- Year/60,000-Mile New Vehicle Limited Warranty on CPO vehicles. Powertrain Warranty Coverage Hyundai Motor America offers a 10-Year/100,000-Mile CPO Powertrain Limited Warranty on CPO vehicles 173-point inspection An extensive 173-point mechanical, safety, and appearance inspection, performed by Hyundai CPO program standards. Carfax Report Learn the details of your vehicle before you purchase. All Hyundai CPO vehicles include a complimentary, detailed CARFAX Vehicle History Report. Rental Car Reimbursement Up to $35 per day for up to ten (10) days for covered repairs, including 1 day rental. Travel Interruption Reimbursement Should a mechanical breakdown of a covered part occur when you are 150 miles or more away from home, you are reimbursed up to $100 per day, $500 per occurrence Roadside Assistance 10-Year / Unlimited Miles complimentary coverage 24 hours a day, 7 days a week, 365 days a year. Roadside Assistance coverag",2023-05-01T08:04:11.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
230722A,2023 Hyundai Sonata SEL,"$25,295","3/12/23: $29,691 | 3/25/23: $29,492 | 3/28/23: $29,691 | 4/11/23: $28,993 | 4/19/23: $27,994 | 4/27/23: $25,295","16711 Katy Freeway Houston, TX 77094",Good Deal|Home Delivery|VIN: KMHL14JA9PA286343,"2023, 8-Speed Automatic with SHIFTRONIC, 2.5L I4, Gasoline, 1 276 mi. | sedan, Front-wheel Drive, Portofino Gray",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,Portofino Gray 2023 Hyundai Sonata SEL FWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 Black w/Premium Cloth Seating Surfaces. Odometer is 3326 miles below market average! 27/37 City/Highway MPG,2023-05-01T08:03:53.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
2C5612A,2023 Hyundai Elantra SEL,"$23,993","4/10/23: $24,772 | 4/24/23: $23,993","800 Highway 34 E Newnan, GA 30265","Great Deal | $1,434 under|Home Delivery|Virtual Appointments|VIN: KMHLM4AGXPU373646","2023, IVT, 2.0L I4 16V MPFI DOHC, Gasoline, 7 753 mi. | sedan, Front-wheel Drive, Phantom Black",Accidents or damage: None reported | Clean title: Yes | 1-owner vehicle: Yes | Personal use only: Yes,"2023 Hyundai Elantra 4D Sedan SEL Phantom Black FWD IVT I4 CLEAN CARFAX, LOCAL TRADE-IN, ONE OWNER, NO ACCIDENTS, REMAINDER OF FACTORY WARRANTY, AMERICA'S BEST WARRANTY. THIS VEHICLE INCLUDES THE FOLLOWING FEATURES AND OPTIONS: Option Group 01, 16 x 6.5J Alloy Wheels, 4-Wheel Disc Brakes|…|, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay & Android Auto, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Cargo Net, Carpeted Floor Mats, Cloth Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Blue Link Connected Car Service (3-year complimentary subscription), Exterior Parking Camera Rear, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Illuminated entry, Low tire pressure warning, Mudguards, Occupant sensing airbag, Outside temperature display, Overhead airbag, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio: AM/FM/HD/SiriusXM Display Audio, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, and Wheel Locks. $1,250 MUST FINANCE WITH Southtowne Hyundai Prices do not include government fees which include tax, tag and title. All prices Include all available discounts and dealer rebates. Specifications and availability subject to change without notice. See dealer for most current information. Consumer must print and present prior to purchase for discounted price.Employees and their family members are excluded from special pricing discou",2023-05-01T08:04:55.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
7U392177,2023 Hyundai Elantra N Line,"$26,588","3/21/23: $27,719 | 3/28/23: $27,600 | 3/30/23: $27,488 | 4/06/23: $27,288 | 4/24/23: $27,000 | 4/28/23: $26,588","9801 Reisterstown Rd Owings Mills, MD 21117",Fair Deal|Home Delivery|Virtual Appointments|VIN: KMHLR4AF7PU392177,"2023, 7-Speed DCT Automatic, 1.6L I4 16V GDI DOHC Turbo, Gasoline, 5 343 mi. | sedan, Front-wheel Drive, Ceramic White",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"Recent Arrival! POWER DRIVERS SEAT, HEATED SEATS, POWER SUNROOF, BLIND SPOT SENSORS, BACKUP CAMERA, APPLE CARPLAY/ANDROID AUTO, HANDS FREE BLUETOOTH, PREMIUM SOUND, USB PORT, ONE OWNER, GOOD CARFAX, BALANCE OF FACTORY WARRANTY. CARFAX One-Owner. Clean CA|…|RFAX. Certification Program Details: FWD 7-Speed Dual Clutch DCT I4 Your additional costs are sales tax, tag and title fees for the state in which the vehicle will be registered, any dealer-installed options (if applicable) and a dealer processing fee ($500 Maryland; not required by law); ($449 Pennsylvania). Prices are subject to change, and prior sales are excluded from these offers. While every reasonable effort is made to ensure the accuracy of this information, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with the dealer. Option Group 01, Balance of Factory Warranty, 18 x 7.5J Alloy Wheels, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay & Android Auto, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Carpeted Floor Mats, Combination Cloth & Leather Seating Surfaces, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Blue Link Connected Car Service (3-year complimentary subscription), Exterior Parking Camera Rear, First Aid Kit, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Fully automatic headlights, Heated door mirrors, Heated front seats, Heated Front Sport Bucket Seats, Illuminated entry, Leather Shift Knob, Leather steering wheel, Low tire pressure warning, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Panic alarm,",2023-05-01T08:03:43.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
11974,2023 Dodge Charger SXT,"$27,900","","10100 Atlantic BLVD Jacksonville, FL 32225","Great Deal | $1,094 under|Home Delivery|Virtual Appointments|VIN: 2C3CDXBG7PH522333","2023, Automatic, 3.6L V6 24V MPFI DOHC, Gasoline, 3 746 mi. | sedan, Rear-wheel Drive, Pitch Black Clearcoat",Accidents or damage: At least 1 accident or damage reported | 1-owner vehicle: Yes | Personal use only: No,"Auto Boutique is proud to offer excellent, pre-owned vehicles. With our no haggle pricing policy you can be sure you're getting the best deal possible on every car as they already discounted and thousands below market value. Buying a car from us is easy. You can purchase the vehicle by paying cash o|…|r finance through one of our partnered lenders such as: Capital One, Wells Fargo, Ally Financial, Florida Credit Union, USAA and more! Give us a call to confirm if we are partnered with your lender. Visit our web site to fill out an application for a quick and easy approval. Thank you for considering Auto Boutique for your next vehicle purchase. For more information, please visit our website: AutoBoutiqueFlorida.com Advertised price does not include tag, tax, title, registration, $99 private tag agency fee for Florida Buyers, $328.52 electronic filing fee, $899 documentation fee, $499 environmental protection, and $299 LoJack Theft Protection. These charges represent costs and profits to the dealer for items such as inspecting, cleaning and adjusting vehicles, and preparing documents related to the sale.WHEELS: 17 X 7 PAINTED CAST ALUMINUM (STD), TRANSMISSION: 8-SPEED AUTOMATIC (8HP50) (STD), TIRES: P215/65R17 LOW ROLLING RES (STD), QUICK ORDER PACKAGE 2EG -inc: Engine: 3.6L V6 24V VVT, Transmission: 8-Speed Automatic (8HP50), PITCH BLACK CLEARCOAT, MANUFACTURER'S STATEMENT OF ORIGIN, FRONT LICENSE PLATE BRACKET, ENGINE: 3.6L V6 24V VVT (STD), BLACK, HOUNDSTOOTH CLOTH SPORT SEAT, Window Grid Antenna. This Dodge Charger has a powerful Regular Unleaded V-6 3.6 L/220 engine powering this Automatic transmission.This Dodge Charger SXT Has Everything You Want Vinyl Door Trim Insert, Valet Function, USB Host Flip, Trunk Rear Cargo Access, Trip Computer, Transmission: 8-Speed Automatic (8HP50), Towing Equipment -inc: Trailer Sway Control, Touring Suspension, Tires: P215/65R17 Low Rolling Res, Tire Specific Low Tire Pressure Warning, Streaming Audio, Speed Sensitive Varia",2023-05-01T08:02:44.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
T31098A,2023 Toyota Corolla Hatchback SE,"$25,960","","1075 South US Highway #1 Vero Beach, FL 32962",Good Deal | $465 under|Home Delivery|Virtual Appointments|VIN: JTND4MBE1P3199960,"2023, Automatic CVT, 2.0L I4 16V PDI DOHC, Gasoline, 3 037 mi. | hatchback, Front-wheel Drive, Magnetic Gray Metallic",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"Recent Arrival! Certified. CARFAX One-Owner. Magnetic Gray Metallic/Midnight Black Metallic 2023 Toyota Corolla Hatchback SE FWD CVT 2.0L I4 16 10-Spoke Aluminum Wheels, Auto High-beam Headlights, Automatic temperature control, Delay-off headlights, Dual front impact airbags, Dual front side impact|…|airbags, Exterior Parking Camera Rear, Knee airbag, Occupant sensing airbag, Overhead airbag, Radio: 8 Toyota Audio Multimedia, Rear side impact airbag, Remote keyless entry, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel. Toyota Certified Used Vehicles Details:  Roadside Assistance  Transferable Warranty  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from TCUV purchase date  Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from TCUV purchase date  Warranty Deductible: $0  Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. Roadside Assistance for 7 Year / 100,000 Mile  160 Point Inspection  Vehicle History We do not take deposits on vehicles. All vehicles, FIRST COME, FIRST SERVED. No Dealers Please! Pricing assumes dealer arranged financing (if applicable). Price plus Tax, Dealer Fee of $899.50, Tag Fees and Dealer Installed Options. TKVB offers numerous programs from time to time. These programs are mutually exclusive and may not be combined with other offers. Please verify all equipment and options before purchase. Dealer not responsible for missing or omitted features/options.",2023-05-01T08:03:56.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
15ET1558A,2023 Kia Seltos EX,"$28,993","4/14/23: $29,492 | 4/29/23: $28,993","1850 SE US Hwy 19 Crystal River, FL 34429",Good Deal | $344 under|CPO Warrantied|Home Delivery|Virtual Appointments|VIN: KNDERCAA8P7358467|Included warranty,"2023, Automatic CVT, 2.0L I4 16V MPFI DOHC, Gasoline, 6 149 mi. | suv, All-wheel Drive, Steel Gray",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"Certified. Steel Gray 2023 Kia Seltos EX AWD IVT 2.0L I4 MPIPre-owned vehicles & certified vehicle prices do not include tax, tag, title, $999 dealer fee. Vehicle reconditioning, dealer installed options, certified vehicle charges may also be added and not in price shown. 27/31 City/Highway MPGKia C|…|ertified Pre-Owned Details: Roadside Assistance Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date Vehicle History 165 Point Inspection Limited Warranty: 12 Month/12,000 Mile (whichever comes first) Platinum Coverage from certified purchase date Transferable Warranty Includes Rental Car and Trip Interruption Reimbursement. 3 month Sirius trial subscription Warranty Deductible: $50",2023-05-01T08:05:25.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
A024814A,2023 Honda Civic Sport,"$28,831","","1 Autocenter Drive Louisville, KY 40299",Good Deal|Hot Car|Home Delivery|Virtual Appointments|VIN: 19XFL2H86PE002070,"2023, Automatic CVT, 2.0L I4 16V GDI DOHC, Gasoline, 6 200 mi. | hatchback, Front-wheel Drive, Lunar Silver Metallic",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"RISK FREE BUYING 7 DAY EXCHANGE & EVERY VEHICLE COMES WITH A WARRANTY, BEST VALUE VEHICLE ONLINE,  Honda CERTIFIED ,  ALLOY WHEELS ,  AUTOMATIC ,  CARFAX ONE OWNER ,  CLEAN CARFAX HISTORY ,  EXCELLENT SERVICE RECORDS ,  GREAT FUEL ECONOMY ,  BLUETOOTH ,  Hon|…|da FACTORY CERTIFIED W/ 100K MILE WARRANTY ,  KEYLESS ENTRY ,  LOCALLY OWNED ,  ONE-OWNER ,  BACKUP CAMERA ,  REMOTE START ,  SERVICED/MAINTAINED AT DEALERSHIP ,  SPORT PACKAGE ,  SUPER LOW MILES , NON-SMOKER, GARAGE KEPT, APPLE CARPLAY/ANDROID AUTO, AND MUCH MORE VALUE, 18 Alloy Wheels, 4-Wheel Disc Brakes, 8 Speakers, ABS brakes, Adaptive Cruise Control: Adaptive Cruise Control (ACC) with Low-Speed Follow, Air Conditioning, AM/FM radio, Auto High-beam Headlights, Automatic temperature control, Brake assist, Delay-off headlights, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: HondaLink, Four wheel independent suspension, Front anti-roll bar, Fully automatic headlights, Illuminated entry, Knee airbag, Lane departure: Lane Keeping Assist System (LKAS) active, Leather Shift Knob, Leather steering wheel, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Panic alarm, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio data system, Radio: 180-Watt Audio System, Rear anti-roll bar, Rear side impact airbag, Rear window defroster, Rear window wiper, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Voltmeter. CARFAX One-Owner. Clean CARFAX. Certified. 29/37 City/Highway MPG HondaTrue Certified Details:  Vehicles purchased within New Vehicle Limited Warranty period: extends New Vehicle Limited War",2023-05-01T08:05:37.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
C3991,2023 Hyundai Tucson SEL,"$29,250","3/28/23: $31,900 | 3/30/23: $30,495 | 4/15/23: $29,899 | 4/20/23: $29,500 | 4/30/23: $29,250","2550 Reidville Rd Spartanburg, SC 29301",Fair Deal|Home Delivery|Virtual Appointments|VIN: 5NMJF3AE7PH200026,"2023, 8-Speed Automatic with SHIFTRONIC, 2.5L I4 16V PDI DOHC, Gasoline, 4 277 mi. | suv, Front-wheel Drive, Calypso Red",Accidents or damage: None reported | 1-owner vehicle: No | Personal use only: No,"Certified. APPLE CarPlay, ANDROID AUTO, BACKUP CAMERA, CRUISE CONTROL, KEYLESS ENTRY, MULTI-ZONE CLIMATE CONTROL, POWER LOCKS, POWER WINDOWS, STEERING WHEEL CONTROLS, PREMIUM WHEELS, CLEAN CARFAX/NO ACCIDENTS, USB/HANDSFREE/BLUETOOTH/SYNC, CARFAX CERTIFIED, Tucson SEL, 4D Sport Utility, 2.5L I4 DGI|…|DOHC 16V LEV3-ULEV70 187hp, 8-Speed Automatic with SHIFTRONIC, FWD, Calypso Red, Black w/H-Tex Seat Trim. Hyundai Certified Pre-Owned Details:  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Warranty Deductible: $50  173+ Point Inspection  Vehicle History  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Roadside Assistance Mention this advertisement to receive this advertised price.",2023-05-01T08:01:58.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
